검색어,블로그제목,블로그링크,본문내용
커피는 직장인의 필수품이다보니 저는 매일 밥대신 커피만..주구장창먹는데요 +_+
바닐라라떼는 제 최애커피중하나다보니 PB 상품 한번사봤습니당!
리뷰 고고싕~
세븐일레븐 앙리마티스 바닐라라떼 250ml (175kcal)
가격: 3,200원
2023.10월22일 기준 1+1 10.31일까지
마침 행사하고있어서 1+1 겟 해왓지요 !><
패키지가 눈에 딱 띄는 스타일이기도하고 이뻐서산것도 구매이유중 하나긴해요 >.<
보기도 좋은떡이먹기도 좋다라고하자나요 !ㅋㅋㅋㅋ
원유 60% 함유 되어서 더 부드러울거라고 생각되요 !
영양성분
나트륨165mg 탄수화물26g 당류26g 지방6g
트랜스지방0.5g 포화지방4.4g 콜레스테롤25mg 단백질4g
당류 가 높은편에 속하는데
의외로 먹었을때 그렇게 단맛이강하거나그러진않았어요
바닐라 향은 은은하게나고 원유 60% 함유덕인지
바닐라라떼 라기보다는 일반 그냥 카페라떼 같았어요
3200원에 1+1이면 개 당 가격으로 1,600원씩 이라 행사할때는 사먹겟지만 !
그게아니라면 음..글쎄요 !
다른 맛있는커피가 많기때문에 후보사항에선 뺄거같아요 !ㅋㅋ
(유당불내증있는편수니는 무서워서 또 먹진않을꺼같습니다 ㅎㅎ..)
다른 더 맛있는걸 찾아오도록하겠습니다 !
다들 좋은 주말보내세요 !"
세븐일레븐 PB)앙리마티스바닐라라떼250ml,세븐일레븐 앙리 마티스 바닐라라떼 가격 칼로리 7-SELECT... ,https://blog.naver.com/tontoneeee/223695178061,"워낙 편의점을 자주 가는 나
사실 CU편의점이나 GS25 편의점말고도
세븐일레븐이나 이마트 24편의점도 좋아한다
다만 신상 나오는 텀이 길거나 마음에 확 와닿는게
없는 경우가 많은데...
오랜만에 간 세븐일레븐
내가 좋아하는 작가님과 콜라보 한 제품이 있길래
구매를 해왔다
그렇게 구매해온 제품
앙리 마티스 바닐라라떼
구매처 : 세븐일레븐
가격 : 3200원
20세기 최고의 화가로 꼽히는 앙리 마티스의
여러 작품들과 콜라보하면서
아트마케팅을 하고 있는 제품이다
앙리 마티스와 콜라보 한제품은
총 3가지로 모드 가격은 3200원
아메리카노와 카페라떼
그리고 바닐라라떼이며 12월 현재도
1+1 행사를 하고 있어서
개당 1600원꼴에 구매가 가능하다
앙리 마티스의 유명한 작품인 나디아/카티아
푸른 누드가 그려져 있다 ★
앙리 마티스 바닐라라떼에는
원유 60%가 함유되어있다
앙리 마티스 바닐라라떼에는
고카페인이 함유되어있다
총 카페인 함량은 79mg이며 원유 60%
커피추출액 1.9%(고형분 33.8% 이상)
바닐라추출물 0.03%(고형분 6% 이상)이
함유됨
앙리 마티스 바닐라라떼의
소비기한은 25년 1월 13일로
편의점 납품 기준 3개월정도 되는거같다
앙리 마티스 바닐라라떼의
알레르기 유발성분으로는
우유가 함유되어있다
앙리 마티스 바닐라라떼의 영양정보
총 내용량 250ml이며 칼로리는 175kcal이다
나트륨 165mg 탄수화물 26g
당류 26g 지방 6g 트랜스지방 0.5g미만
포화지방 4.4g 콜레스테롤 25mg
단백질 4g이 함유되어있다
앙리 마티스
하루의 노동과 우리를 둘러싼 안개를
비추는것으로 부터 행복을 찾아라
★ 명언 그 잡채 ★
앙리 마티스 바닐라라떼를 마셔봤다
확실히 원유의 함량이 높아서 그런지
많이 부드러운 편이였다
담백하면서도 바닐라의 향과 달달한 맛이
밸런스가 꽤 괜찮은 편으로
생각보다 꽤 맛있게 먹었던거 같다
간단한 후기
세븐일레븐 x 앙리마티스 콜라보제품
앙리 마티스 바닐라라떼 가격 3200원이며
1+1 교차 가능
원유함량이 많고 브라질 원두를
사용해서 그런지 개인적으로 맛있게 먹었다
부드러움과 담백함 그리고 은은한 바닐라 향과
달달한 맛의 밸런스가 좋음 ★
이 글은 직접 구매해서 먹고 남기는 후기이며 주관적인 의견이 담겨있습니다 이 글이 도움이 되셨다면 하트와 댓글 남겨주세요 서이추 환영합니다"
세븐일레븐 PB)앙리마티스바닐라라떼250ml,"세븐일레븐 앙리마티스 바닐라 라떼, 아메리카노 편의점 커피... ",https://blog.naver.com/gkdudtjr2/224013268919,"※ 세븐일레브 앙리마티스 바닐라 라떼, 아메리카노 편의점 커피 리뷰
안녕하세요~ 얼마전에
세븐일레븐 편의점에
참새가 방앗간 지나가듯
뭐 재밌는거 나왔나~~
기웃거리다가 발견한
커피가 있어서 리뷰 올려요~~
바로 앙리마티스 커피인데요~
그냥 슥~ 지나가다가
이 그림을 보고 엇?! 하고
확인하게 되었어요~
앙리마티스 나디아 화이트 와인 하이볼 리뷰
※ 앙리마티스 나디아 화이트 와인 하이볼 리뷰 안녕하세요~ 제 목표중 하나!! 편의점에 있는 술종류 모두 ...
blog.naver.com
왜냐하면 제가 예전에
앙리마티스 와인 하이볼 시리즈를
먹어 봤었기 때문이죠~!
뭔가 되게 반가운데,
1+1 이라니,, 이건
참을 수가 없잖아요..?
그래서 3가지맛 중에서
바닐라 라떼, 아메리카노를
가져 왔습니다~
가격은 각 3,300원
먼저 앙리마티스 바닐라 라떼~
짜잔~ 왠 여자분 그림이
그려져 있어요~
편의점 커피에
앙리마티스라는 이름이라니,,
뭔가 고급스러울 거 같은
느낌의 이름이에요 ㅎㅎ
원유가 60%
들어가 있다고 나와있고~
카페인과 바닐라추출물
함량에 대해서도 나와있어요~
한쪽에는 앙리마티스라는 분이
한 말이 나와있어요~
하루의 노동과
우리를 둘러싼 안개를
비추는것으로 부터
행복을 찾아라.
앙리마티스 바닐라 라떼 원재료명
원유, 정제수, 설탕, 커피추출액(브라질)
정제소금, 유화제, 탄산수소나트륨
천연향료, 향료
영양정보~ 당류 26%
지방 11% 포화지방 29%
소비기한은 2025년 11월 27일까지에요~
위에 있는 뚜껑을 따는데,
세븐일레븐 편의점 글씨가
써져 있더라구요~
요걸 보고 앙리마티스라는
브랜드랑 세븐일레븐이
협업해서 만든 상품이라는걸
알았습니다~
뚜껑을 따고~ 츄릅~
깔끔한 우유의 맛에
바닐라 맛이 담백하게 느껴지고
커피맛은 깔끔하지만 연하게
느껴졌어요~
담백하고 깔끔하지만
커피의 느낌이
잘 안느껴졌습니다,,
이번엔 앙리마티스 아메리카노~
요번엔 파란 실루엣~
에티오피아, 예가체프
블렌딩이라고
나와있어요~
요기도 똑같이
앙리마티스가 했던
이야기가 나와있어요~
앙리마티스 아메리카노 원재료명
정제수, 예가체프 블렌딩 커피추출액
(콜롬비아 50, 브라질산 40, 에티오피타 10)
커피추출액(브라질), 정제소금
탄산칼륨, 향료
영양정보~ 아메리카노 답게
나트륨 말고는 다른 성분은
거의 안들어 있습니다~
소비기한은 2025년 10월 29일까지~
뚜껑을 따고~
마셔보겠습니다~
커피향에 약간의 한약의 단향?
같은게 느껴졌던거 같아요,,
산미나 쓴맛이나 이런건
크게 느껴지지 않고 그냥
무난한 커피 느낌이었어요~
오늘은 세븐일레븐 편의점에서
나온 앙리마티스 커피에 대해
리뷰해 보았는데요~
비슷한 종류의 제품보다
조금 더 비싼 느낌이었는데,
각 맛의 특징은 있었지만
비싼 만큼의 고급진? 느낌?
그런 부분은 조금 느껴졌는데,
그래도 좀 비싸다고 생가됬습니다~
오늘 포스팅은 여기서
마무리 하겠습니다~ 안녕~"
세븐일레븐 동서)스타벅스카페모카320ml,[편의점커피] 스타벅스 카페 모카,https://blog.naver.com/digitalhippy/223873075712,"동서식품 스타벅스 카페모카, 320ml, 10개
가격
가격비교 최저 21,290원
편의점커피
오늘 소개해드릴 편의점커피는 편의점커피 중에서 가장 비싼 가격을 자랑하는 스타벅스 컵커피입니다.
스타벅스 카페 모카인데요. 320ml에 3300원입니다.
이렇게 비싸도 많이 팔리니까 1+1 행사도 안 하는거겠죠?
물론, 온라인에서 사시면 훨씬 싸게 구매가능합니다.
스타벅스 카페 모카
카페 모카라서 색깔이 초콜릿이 떠오르는 버건디 색깔을 썼네요. 사이렌 무늬 위쪽에는 초콜릿 조각처럼 보이는 디자인이 되어있네요.
스타벅스 카페 모카는 320ml 기준 3300원입니다.
오늘의커피 카페라떼는 250ml에 2700원, 커피타운 딥브라운 모카가 250ml에 2600원, 조지아 리치 아로마 라떼는 270ml에 2500원입니다.
총액으로는 스타벅스 카페 모카가 비쌉니다만... ml당 가격으로 치면 비슷하네요. 어지간하면 10ml당 100원 정도의 가격이네요. 물론 1+1 행사를 하는 상품들이 많긴 합니다만... 스타벅스 편의점커피는 1+1 행사를 하는 걸 저는 본 적이 없네요.
스타벅스 카페 모카
스타벅스 카페 모카는 320ml 기준 272kcal의 열량이 들어있습니다.
편의점커피 중에서는 극강의 열량을 자랑합니다.
오늘의커피 카페라떼가 250ml 기준 149kcal, 커피타운 딥브라운 모카는 250ml에 175kcal, 조지아 리치 아로마 라떼는 270ml에 118kcal이 들어있습니다.
다이어트하시는 분들은 절대 피해야할 음료이네요. 물론 모카 음료이기 때문에 열량이 높긴 합니다만... 용량이 50ml 정도 많아도 열량은 100kcal이 넘게 높습니다.
무시무시한 열량입니다.
스타벅스 카페 모카
스타벅스 카페 모카는 320ml에 147mg의 카페인이 들어있습니다.
오늘의커피 카페라떼가 250ml에 100mg, 커피타운 딥브라운 모카가 250mg에 108mg, 조지아 리치 아로마 라떼가 270ml에 109mg가 들어있습니다.
카페인은 많이 들어있긴 합니다만, 다른 편의점커피보다 용량이 좀 더 크기 때문에 카페인은 보통 편의점커피와 비슷하게 들어있습니다.
어쩄든 한 개를 다 마시면, 많은 카페인을 섭취하는 거라서 내가 오늘 커피를 몇 잔 마셨나 생각하면서 고르셔야 할 거 같습니다.
스타벅스 카페 모카
스타벅스 카페 모카는 서울우유에서 만드는군요.
그래서 원유 함유비율이 높네요. 스타벅스 카페 모카에 원유가 40%가 들어있습니다.
오늘의커피 카페라떼는 혼합분유가 4.95% 들어있구요. 조지아 리치 아로마 라떼는 우유가 21.8%, 프렌치카페 로스터리 리저브 에스프레소 라떼는 45%의 원유가 들어있습니다.
편의점 라떼 음료 중에서 원유가 40% 이상 들어있으면 꽤 많이 들어있는 편인데요. 스타벅스 카페 모카는 원유 함량이 높은 편입니다. 그래서 열량이 높은게 아닌가 싶네요.
스타벅스 카페 모카
뚜껑 디자인에도 사이렌 디자인이 커다랗게 있네요.
보통 카페모카라면 달달하다라는 인상이 있는데요.
스타벅스 카페 모카는 달콤쌈싸름한 맛과 향이 납니다. 그리고 진하다라는 느낌이 많이 납니다.
달다구리한 모카 음료를 드시고 싶으시다면 다른 음료 추천드립니다. 그러나 매장에 갈 시간은 없고, 매장에서 제조하는 모카 음료와 최대한 근사치의 맛을 즐기고 싶으시다면 추천드립니다. 진하면서도 달콤쌉싸름한 커피 음료를 좋아하신다면 편의점에서 스타벅스 카페 모카 드셔보실만한합니다.
단, 깔끔하고 달달한 커피를 드시고 싶으시다면 용량이나 맛이 모두 부담스러우실 수 있습니다
편의점커피 중에서는 드물게 진하고 달콤쌉싸름한 커피입니다. 그런 맛을 좋아하신다면 적극 추천하구요. 믹스커피의 맛을 좋아하시면 다소 입맛에 안 맞으실 거 같아요."
세븐일레븐 동서)스타벅스카페모카320ml,4/삿포로카페/무인양품... 일본 스타벅스/가챠/세븐일레븐스무... ,https://blog.naver.com/cloud_0303/224021403909,"삿포로 4-5일차
4박5일로 삿포로를 다녀오니
아주 여유롭게 다녔다
우리 숙소 (크로스호텔삿포로)는 대욕장이 있는 호텔이어서
이용이 가능한데
아침에 샤워할 겸 가봤다
아무도 없고 나 혼자 뿐이라 남길 수 있었음
뷰가 삿포로 타워뷰이다
참고로 8월 여름인데도 물은 엄청 뜨거웠음...!!!
대욕장은 4박5일 중에 하루 이용했는데
여름이어도 삿포로는 아침 저녁은 선선해서
하루종일 걸어다니고 약간 추운 느낌으로 여행한 뒤에
피로를 풀기 딱 좋은 느낌이었다
겨울에 오면 사람 많을 거 같은 느낌??
일본 왔으면 편의점 털어야지
요거트 종류도 꽤나 많다
저푸딩 사오는 분들도 많던데
우리는 한번 정도 먹었다
(나 말고 동생이)
#일본스타벅스
확실히 우리나라랑 텀블러 감성이 다르다 ㅋㅋ
베이커리도 우리나라랑 다른 느낌
우리나라 스벅은 점점 맛이 없어지는 느낌인데
일본꺼는 맛있어보였다
날씨 너무 좋잖아
일본 스타벅스의 장점은
아이스도 숏사이즈가 가능하다는 거다!!
난 음료를 빨리 못마시는 편이라
아이스숏으로 시키면 딱이다
저 잠봉뵈르느낌의 샌드위치가 맛있어보였다
배부른 상태로 와서 베이커리는 패스
내가 시킨 숏 아이스모카, 동생이 시킨 시즌메뉴 피치에이드??
먹고 무인양품부터 쇼핑데이 출발
오늘은 쇼핑,기념품 사는 날이다
근데 이미 이전 3일동안 쫌쫌따리로 계속 사모아서
살게 많지는 않았다 ㅠㅠㅋㅋ
우리나라 무인양품에 안들어온 카레 종류가 엄청 많았다
일본 카레도 있지만 인도식,스리랑카식 등등 종류가 어마무시했음
카레를 그리 좋아하는 편은 아니라 안사왔다
몇 년 전에 일본 왔을때는 잔뜩 사와서 먹었던 기억이 ㅎㅎ
여기 전체가 카레고
사진에는 없는 뒷면도 카레임...ㅎㅎ
에어팟,립스틱만 들어갈 거 같은 가방 발견
맨날 미니백만 들고다니니까 동생이 이거 내가방 아니냐고 ㅋㅋ
무인양품가면 사와야되는 것 중 하나인 잼스푼?이랑 볼펜 사고 !!
#무인양품 #일본무인양품 #일본무지
여기도 주방용품 파는 곳으로 추천받아서 들렸다
가게가 작은 편이라
딱히 구매는 안함
마찬가지로 주방용품,기념품이 있는 3coins
#쓰리코인즈 #일본기념품
다른 기념품들은 다 눈에 안찼는데
니코앤드에서 본 이 레코드열쇠고리는 가가지고 싶었음
근데 가격이 꽤 있어서 내려놓음
(+일본 느낌아니라서)
이것도 귀여웠다
#일본칼디 #칼디 #칼디커피팜 #칼디추천
일본 여행오면 필수코스 칼디
세계 식재료,음식들 파는 곳인데
지난 겨울 일본 여행에서 사오려던 퀸아망 스프레드 찾으러 왔다
그때는 엄청 품절대란이라 거의 일본 전지역이 품절이었음 ㅠㅠ
나도 당연히 못구함
근데 삿포로 칼디에는 쌓여있었다
#퀸아망스프레드
#칼디스프레드
2개 구입!!
소비기한이 있어서
선물할 게 아니라면 많이 쟁여오는 것 비추
마찬가지로 저번에 사려다가 못산
쿠키앤크림 스프레드도 ㅋㅋ
이건 사려고 집었다가 무게때문에 내려놓았다
캐리어가 꽉차서...
#일본부모님선물 #일본여행부모님기념품 #부모님선물추천
예전에 오사카 여행갔을때 무인양품에서 손수건 사서 선물로 드렸는데
아빠가 잘 쓰셨다
몇 년 지났으니 이번엔 더 좋은 브랜드로 사드리자해서
동생이랑 나랑 하나씩 샀다
삿포로 백화점 다이마루,미츠코시 등등 1층에 손수건 파는 곳들이 있다
거기서 폴로,랑방 등등 여러 브랜드가 있는데
디자인 보고 사면 된다!!
가격도 나쁘지 않은 편 ㅎㅎ
폴로하면 딱 떠오르는 클래식한 느낌이라
어른들이 쓰기 좋은 디자인
이거 선물로 드렸다
오늘도 삿포로 타워
그리고 스스키노 니카상
다들 요 앞에서 사진찍고있음 ㅋㅋ
그리고 점심에도 오픈하는 양고기
#징기스칸 #삿포로징기스칸 #삿포로다루마4.4 #삿포로다루마
삿포로오면 징기스칸을 꼭 먹어야한다
몇 년 전에 부모님이랑 왔을때는 4월쯤이어서 너무 추워가지고
웨이팅하다가 결국 포기하고 스프카레먹으러 갔는데
이번엔 여름이라 더웠다..ㅎ
낮엔 덥다
점심시간 맞춰서 가니까
이미 드시고 계신 현지인들이 있었다
다들 점심인데도 백주 나마비루랑 먹고 있었음
이렇게 본인이 구워먹는 시스템
우리도 착석하고 먹는 중
꿀맛임
헝헝
일본 간판스럽다
시내 걷다가 발견한 휴먼메이드
들어가보진 않았지만
기념품을 별로 안샀다면 들어갔을거야
롯카테이샌드
이걸 다들 사오던데
하나만 먹어봄ㅋㅋ
일본 카페는 흡연하는 곳이 많다ㅠ
도쿄같은 곳은 많이 없다던데
삿포로는 엄청 많았다
네이버에서 추천받은 곳들 4군데정도 가봤는데
다 흡연가능한 곳이라 못들어가고
아닌 곳으로 찾아왔다
백화점 내부에 있는 카페라 비쌌지만
금연에 와이파이 제공이돼서 좋았음
커피한잔에 6~7천원정도 였던 거 같은데
비싸서 그런가 직원이 자리까지 와서 주문 받아 간다
치즈케이크,아메리카노,아마도 밀크티
맛있음!!
소화시킬 겸 세리아
#세리아 #삿포로세리아
세리아는 다이소느낌의 100엔샵인데
삿포로는 시내에서 약간 떨어져있다
걸어서 10~15분은 가야하는 정도?
엄청 큰 복합 쇼핑몰 안에 있었다
세리아가 산리오랑 콜라보를 했다고해서
들어왔는데 사고 싶던 것 2개 중 하나는 품절 ㅠㅠ
다른 것들 사고 동생은 여기서 2만원어치의 기념품을 삼
선물용 키링들 엄청 샀다
아니 근데 여기 옆에 있는 가챠샵에
그토록 동생이 찾아 헤매던
버스 하차벨 차임벨 발견!!
이거 삿포로 시내에서 C플라 7~8군데 돌면서 봐도 못찾은 건데 여기있었다
동생이 엄청 기뻐하고
나도 덩달아 뿌듯했음
나도 여기서 쟈가리코 키링 뽑았다
명란맛 핑크색 가지고 싶었는데
파란색 나옴 ㅠ
이거 한국와서 가방에 단 지 하루만에 잃어버림 ㅠㅠ
쇼핑하고 나오니 해가 지고 있었다
ㅠㅠ
삿포로 타워 다시 한번 보고
투어때 가이드님이 추천하신 맨 오른쪽 맥주
그리고 동생이 극찬한 삿포로 맥주 2개
하나는 기본이고 하나는 삿포로 지역한정판임(클래식)
클래식이 훨씬 맛있다고..!
집갈 때 공항에서 동생이 저 클래식 6개 사감
저녁은 따로 식당을 가지 않고
마트에서 사와서 숙소에서 먹었다
엄청난 고기
저녁 먹으면서 보는 뷰
크로스호텔 추천!!
다음 날 아침은 스무디
#세븐일레븐스무디 #일본스무디
유산균요거트랑 블루베리스무디 같이 먹었음
꿀맛이지뭐
이렇게 기계에 넣으면
알아서 갈아서 준다
요거트 투하
날씨까지 환상이네
아이스크림 먹구
오후 비행기라 아침 여유가 있었다
여기서 점심을 먹고 출발할까 하다가
찾아보니 삿포로 공항 국내선에 먹을 게 많고
구경할 거리가 있다길래
공항에 가서 먹고 시간보내기로
공항 국내선에서 이렇게 유바리멜론을 판다
헬로키티샵도 있음
그리고 긴자에서 봤던 이토야도 작게 있었다
#삿포로공항 #삿포로공항국내선
짐이 바리바리야~
오 여기도 가챠샵이??
많지는 않은데 은근 있다
누가봐도 일본 느낌
근데 현금이 없어 ㅠㅠ
일본 스타벅스 여름 메뉴는 피치였다
동생은 식당가서 든든하게 먹고 싶다고해서
덮밥먹고 나는 배가 안고파서
가볍게 먹고 싶어서 스벅에서 핫또띠아랑 카페모카
옆에 중국인 가족이 앉았는데 남의캐리어랑 짐들을
자기들 유모차?로 걍 밀어버림 인성무엇??
그리고 로이스월드가 있다
로이스 초콜릿도 기념품인데
여기는 직접 만드는 곳이 있었다
아이들 놀기 좋을듯??
국제선으로 왔는데 아직 카운터 오픈을 안해서
잠시 구경하러 ㅎㅎ
국제선에 돈키호테가 있다
여기 왠만한 거 다있음
기념품 못샀으면 국제선 돈키호테 추천
돈키호테 야무지게 구경하구
#삿포로공항돈키호테 #삿포로돈키호테 #공항돈키호테
티켓받아서 출발
떠나기 전 마지막으로
커피
근데 짱비싸고 맛없었다 ㅠㅠ
한국으로 출발
4박5일 삿포로 여행 마무리
끝"
세븐일레븐 동서)스타벅스카페모카320ml,"편의점 커피 종류 GS25, 세븐일레븐, CU 아메리카노 후기",https://blog.naver.com/kkuik20/223419452335,"(※ 개인적인 느낌과 후기임)
일전에 일상글에도 남긴적이 있는데 나는 편의점 커피를 자주 마시는 편이다. 아무래도 저가 프렌차이즈 커피도 좋지만 간편하게 겸사겸사 다른 물건도 살 수 있으면서 커피도 내려 마실수 있는 편의점 커피가 좋다.
(물론 가까운 메가나 컴포즈, 바나프레소, 스타벅스, 이디야, 투썸, 할리스, 커피빈 등 카페 프렌차이즈들도 별로 그렇게 가리지 않고 이용하는 편인지라 굳이 편의점 커피만을 고집하지는 않는다.)
그러나 내가 입맛이 무던무던해서 그런지 아메리카노는 어떤 곳의 종류던 원두종류 그런것도 까다롭게 따지는 편은 아니다.
우리나라에서 대표적은 편의점 브랜드는 현재 총 4군데가 있다. CU / GS / 세븐일레븐 / 이마트 24 이다.
우연치 않게 나는 4곳 모두 따뜻한 아메리카노를 내려 마셔보았다. 이마트 24는 생각보다 내 집이나 직장 주변에는 멀어서 상대적으로 잘 이용은 안해보았지만 일단 한번씩은 다 커피를 마셔보았다.
우선 나는 주변에 CU보다는 세븐일레븐이나 GS가 더 가까워서 두곳에서 아메리카노를 많이 마시는 편이다. (항상 따뜻한 아메리카노 라지로 마신다.)
우선 세븐일레븐의 세븐카페부터 먼저 대략적인 정보를 알아보겠다.
세븐일레븐 (세븐카페)
"" 100% 고급 아라비카 원두를 리얼 드립 방식으로 한 잔씩 추출하며, 엄격한 품질 관리를 통해 신선한 커피를 합리적으로 제공합니다.""
세븐 일레븐 세븐카페 소개 발췌
나는 이 글을 쓰기위해서 처음 세븐카페를 검색해봤는데... 100% 고급 아라비카 원두 리얼 드립 방식이라는건 지금 알았다.
국내 최초 리얼 드립 방식
커피 본연의 맛을 즐길 수 있게 한잔씩 정성스럽게 추출합니다.
세븐일레븐 자체 개발 커피 드립 머신
위생적인 페이퍼 드립 추출 방식으로 깊은 향과 맛을 유지합니다.
출처 : 세븐일레븐 세븐카페 소개 페이지
소비자가 1,300만원 상당의 전세계 NO1. 커피머신 제조사인 스위스 JURA의 최고급 에스프레소 머신입니다.
GS25 카페25 소개 발췌
GS25의 카페는 카페25 라고 한다. 여기도 마찬가지로 저 고가의 머신과 스위스 최고급 에스프레소 머신인 점은 지금 알았다. 소개란에는 원두도 국내 NO1. 로스터인 동서식품의 스페셜티 블렌딩 원두라고 소개하고 있다. (과테말라, 콜롬비아, 에티오피아 등 최상위 원두 생산국의 원두 4종 블렌딩)
출처 : GS25 카페 소개 페이지
CU GET 커피는 따로 소개페이지를 찾지 못했다.
CU는 GET 커피라는 이름으로 브랜딩을 하고 있고, 컵을 보면 친환경 느낌이 나긴 한다. 원두 정보는 따로 찾지를 못했는데 뉴스기사에서 찾은 내용을 바탕으로 적어보자면 콜롬비아 (70%) 탄자니아 (30%)라고 하며 머신은 이탈리아 고급 커피머신인 라심발리 라고 한다.
이건 CU 아메리카노
결론 : 개인적으로는 세븐일레븐 커피를 더 많이 이용하는 편이다. 그다음은 GS25, GET 커피 순이긴 한데 따뜻한 아메리카노 라지 기준으로 GS가 100원 더 비싼 편이다. 커피맛은 내 개인적으로는 다 비슷비슷하고 일회용 컵은 견고성은 세븐일레븐 = CU > GS 순이었다. (사실 비슷비슷한 느낌)"
세븐일레븐 PB)앙리마티스카페라떼250ml,"세븐일레븐 앙리 마티스 카페라떼 칼로리, 카페인, 영양성분... ",https://blog.naver.com/skw6935/223741897951,"세븐일레븐 앙리 마티스 커피는
아메리카노, 카페라떼, 바닐라라떼가 있습니다.
세븐일레븐 앙리 마티스 카페라떼 가격 3300원에 판매하고 있었습니다.
1+1 행사를 하고 있어서 1개가격으로 2개를 골랐습니다.
세븐일레븐 앙리 마티스 카페라떼는 PB상품으로 세븐일레븐 편의점에만 판매하고
중량은 250ml이고 냉장보관제품입니다.
세븐일레븐 앙리 마티스 카페라떼 칼로리
7-SELECT
HENRI MATISSE
Cafe Latte
FRESH MILK
원유60%
250ml (170kcal)
세븐일레븐 앙리 마티스 카페라떼 칼로리는 170kcal입니다.
세븐일레븐 앙리 마티스 카페라떼 카페인
카페라떼
고카페인 함유(총카페인함량 83 mg), 원유 60%,
커피추출액 2%(고형분 함량 33.8% 이상) / 커피
세븐일레븐 앙리 마티스 카페라떼 카페인은 83mg이 들어있습니다.
세븐일레븐 앙리 마티스 카페라떼
HENRI MATISSE
하루의 노동과
우리를 둘러싼 안개를
비추는것으로 부터 행복을 찾아라.
-앙리마티스-
세븐일레븐 앙리 마티스 카페라떼 칼로리, 영양성분, 원재료명
제조업소: (주)동원F&B 수원공장 경기도 수원시 장안구 천천로 210번길 21-15
유통전문판매업소: (주)코리아세븐/서울특별시 중구 청계천로 100, 시그니쳐타워 5층 (수표동)
소비기한: 제품 하단 표기일까지
원재료명
원유(국산), 정제수, 설탕, 커피추출액(브라질산), 정제소금(국산), 유화제, 탄산수소나트륨,
합성향료(커피향), 혼합제제(프로필렌글리콜, 합성향료, 코코아추출물) 우유 함유
포장재질: 폴리프로필렌
•질소충전
•어린이, 임산부, 카페인 민감자는 섭취에 주의하여 드시기 바랍니다.
•냉장보관 시 맛이 더욱 좋습니다.
•개봉 후 냉장보관 하시고 빠른 시일 내에 드세요.
•본 제품은 전자레인지 혹은 온장고에 넣지 마세요.
•원료에 의한 부유물이나 침전이 생길 수 있으나 품질에는 이상이 없으므로 잘 흔들어드세요.
•이 제품은 알류, 메밀 땅콩, 대두, 밀, 복숭아, 토마토, 호두, 돼지고기, 쇠고기를 사용한 제품과 같은 제조시설에서 제조하고 있습니다.
세븐일레븐 앙리 마티스 카페라떼 영양성분
총 내용량 250ml
칼로리 170kcal
나트륨 180mg
탄수화물(당류) 25/25g
지방/트랜스지방/포화지방
6g/0.5g미만/4.2g
콜레스테롤 20mg
단백질 4g
카페인 83mg
세븐일레븐 앙리 마티스 카페라떼 영양성분 칼로리는 170kcal, 탄수화물 25g, 단백질 4g,
지방 6g, 카페인 83mg이 들어있습니다.
세븐일레븐 앙리마티스 카페라떼 카페인 함량이 100mg이하라서 높진 않네요^^
세븐일레븐 앙리 마티스 카페라떼 뚜껑
7-SELECT
HENRI MATISSE
Cafe Latte
세븐일레븐 앙리 마티스맛을 봤는데 달달한 맛이 나는 카페라떼였습니다.
라떼 맛 자체는 무난한 편인데
커피에 화가 앙리마티스를 같이 접목해서 상품이 나온게 좀 이색적이긴 했습니다 ㅎㅎ
옛날에 교양수업에서 봤던 화가 이름과 그림이 어렴풋이 떠오르고해서 좋았습니다^^
위인들 이름으로해서 제품이 나와도 재미있을 것 같네요 ㅎㅎ
이상 세븐일레븐 앙리 마티스 카페라떼 칼로리, 카페인, 영양성분, 맛 리뷰를 마칩니다."
