keyword,tag,grade,include,빈도,purity,woe,단독성공률,delta,delta_cond,delta_pos,판정,suggested,예시제품,raw성공률,wilson,발표등급
시럽,neutral,,Y,8,0.3125020195438719,0.1315967162461104,,,,,,,,0.375,0.137,
시루떡,neutral,,Y,2,0.0,-13.164229499501188,,,,,,,,0.0,0.0,
시리얼,neutral,,Y,7,0.1666678475836824,-1.0326120761137116,,,,,,,,0.0,0.0,
시리즈,neutral,,Y,12,0.1666696406901547,-0.4448259670888502,,,,,,,,0.167,0.047,
시모나,neutral,,Y,4,0.250005505978897,0.0659993601106803,,,,,,,,0.25,0.046,
시바스리갈,neutral,,Y,2,0.0,-13.164229499501188,,,,,,,,0.0,0.0,
시원,mine,T1,Y,102,0.1252727160800363,-0.3050642327718469,0.167,-0.1055,,,진짜 악재(Δ<0),,엔제이)후루츄(망고맛)90g(성공) / 엔제이)후루츄(딸기맛)90g(성공) / 자이언츠)쌔리라빠지락라면(성공),0.167,0.107,
시음,neutral,,Y,2,0.0,-13.164229499501188,,,,,,,,0.0,0.0,
시저,neutral,,Y,1,0.0,-12.471084236935726,,,,,,,,0.0,0.0,
시즈닝,neutral,,Y,4,0.0,-13.857375721062512,,,,,,,,0.0,0.0,
시즌,killer,T2,Y,208,0.5384700651513926,1.3187623810017812,0.538,0.0258,,,killer_확실,유지,PB)K리그슛!크림빵105g(성공) / PB)K리그슛!소보로빵75g(성공) / K리그)슛!더비라면(성공),0.538,0.471,강증거
시트러스,mine,T1,Y,16,0.0312505849869943,-1.6079760345451133,0.062,-0.0598,,,진짜 악재(Δ<0),,프라임하이드레이션MLB시트러스키위(실패) / 에이스)시트러스레몬젤리64g(실패) / 우진)샤또꾸떼16(성공),0.062,0.011,
시험,neutral,,Y,2,0.0,-13.164229499501188,,,,,,,,0.0,0.0,
식감,neutral,,Y,227,0.326784180024583,0.7126265962477529,,,,,,,,0.463,0.399,
식단,neutral,,Y,5,0.2000025689602281,-0.2216823926747915,,,,,,,,0.2,0.036,
식물,neutral,,Y,6,0.1666699424387488,-0.4448257521891666,,,,,,,,0.167,0.03,
식빵,neutral,,Y,16,0.0,-15.304293970646333,,,,,,,,0.0,0.0,
식사,neutral,,Y,553,0.2477080246205568,0.0670303695753424,,,,,,,,0.297,0.26,
식이섬유,neutral,,Y,4,0.3749942751601764,0.471464189385691,,,,,,,,0.25,0.046,
식전주,neutral,,Y,2,0.0,-13.164229499501188,,,,,,,,0.0,0.0,
식혜,neutral,,Y,4,0.0,-13.857375721062512,,,,,,,,0.0,0.0,
식후,neutral,,Y,2,0.0952365933252316,-0.3935327902459555,,,,,,,,0.0,0.0,
신년,neutral,,Y,8,0.0,-14.550522422122803,,,,,,,,0.0,0.0,
신라면,매개,T2,Y,17,0.17646924844559,-0.3758331855018354,0.176,0.0212,,1.0,매개,,농심)신라면툼바봉지(실패) / 쿡인페이퍼)즉석신라면블랙(성공) / 농심)신라면툼바큰사발(실패),0.176,0.062,
신상,neutral,,Y,24,0.3184384140681032,0.1085590390384358,,,,,,,,0.208,0.092,
신선함,mine,T1,Y,11,0.1283670536636488,-0.6570006495259676,0.091,-0.0529,,,진짜 악재(Δ<0),,그린)치킨텐더샌드(성공) / 강훈목장수제요거트블루베리(실패) / 강훈목장수제요거트딸기(실패),0.091,0.016,
신포,neutral,,Y,1,0.0,-12.471084236935726,,,,,,,,0.0,0.0,
실비,neutral,,Y,2,0.4999974370002746,1.1646090914519966,,,,,,,,0.5,0.095,
실타래,neutral,,Y,1,1.0,13.635693328387722,,,,,,,,1.0,0.207,
싱글몰트,neutral,,Y,33,0.1212127750570635,-0.816389571447126,,,,,,,,0.121,0.048,
싱글톤,neutral,,Y,2,0.0,-13.164229499501188,,,,,,,,0.0,0.0,
싱하,neutral,,Y,4,0.0,-13.857375721062512,,,,,,,,0.0,0.0,
쌀,mine,T1,Y,79,0.1254740360655422,-0.3688402660051747,0.228,-0.0568,,,진짜 악재(Δ<0),,베어스라이스볼(성공) / 그린)팥떡궁합샌드(성공) / 맛제일)오리불고기&왕교자도시락(성공),0.228,0.149,
쌀쌀함,neutral,,Y,8,0.1250044489277069,-0.7812977696105239,,,,,,,,0.125,0.022,
쌈,neutral,,Y,2,0.0,-13.569693968277042,,,,,,,,0.0,0.0,
쌈장,neutral,,Y,5,0.0,-14.080519080576888,,,,,,,,0.0,-0.0,
쌉싸름함,neutral,,Y,47,0.3421470101931124,0.1621432970624878,,,,,,,,0.532,0.392,
쌍둥이,neutral,,Y,2,0.4999956041575788,1.1646090914519966,,,,,,,,0.5,0.095,
쌍화,neutral,,Y,2,0.0,-13.164229499501188,,,,,,,,0.0,0.0,
써큐란,neutral,,Y,1,0.0,-12.471084236935726,,,,,,,,0.0,0.0,
쑥,killer,T2,Y,8,0.62499963399022,1.6754363149454683,0.625,0.0622,,,killer_확실,유지,삼립)빚은제주쑥대박찹쌀떡95g(성공) / 삼립)방앗간기정떡(쑥)95g(성공) / 삼립)잘익은쑥이야기110g(성공),0.625,0.306,강증거
쓴맛,mine,T1,Y,3,0.0416672984138272,-1.4744446761705818,0.0,-0.0672,,,진짜 악재(Δ<0),,동서)콜롬비아나오리지날블랙(실패) / APP)와일드터키레어브리드750ml(실패) / 와이)생드래프트블랙500ml캔(실패),0.0,0.0,
씨,neutral,,Y,1,0.0624986675102015,-0.9148290937350816,,,,,,,,0.0,0.0,
씨리얼,neutral,,Y,3,0.0,-13.569693968277042,,,,,,,,0.0,0.0,
씨솔트,neutral,,Y,3,0.3333422740297831,0.4714638288865332,,,,,,,,0.333,0.061,
씨앗,neutral,,Y,3,0.3333374261856079,0.4714638288865332,,,,,,,,0.333,0.061,
씨티델리,neutral,,Y,1,0.0,-12.471084236935726,,,,,,,,0.0,0.0,
씬,neutral,,Y,6,0.0,-14.262840509504269,,,,,,,,0.0,0.0,
아기자기,neutral,,Y,0,0.0,-15.179130857778594,,,,,,,,,,
아라비아따,neutral,,Y,2,0.0,-13.164229499501188,,,,,,,,0.0,0.0,
아르기닌,neutral,,Y,1,1.0,13.635693328387722,,,,,,,,1.0,0.207,
아르헨티나,neutral,,Y,5,0.0,-14.080519080576888,,,,,,,,0.0,-0.0,
아망추,neutral,,Y,2,0.5000108331438651,1.1646090914519966,,,,,,,,0.5,0.095,
아메리카노,neutral,,Y,24,0.1666718969740898,-0.4448260745387712,,,,,,,,0.167,0.067,
아모스,neutral,,Y,2,1.0,14.328839910448204,,,,,,,,1.0,0.342,
아몬드,매개,T2,Y,40,0.3500009343028207,0.5455724600006778,0.35,0.018,,1.0,매개,,초코아몬드쿠키(성공) / 롯데)빼빼로자이언츠기획(2입)(성공) / 롯데)빼빼로말차37g(청수당)예약(실패),0.35,0.221,
아미노산,neutral,,Y,1,0.0,-12.471084236935726,,,,,,,,0.0,0.0,
아발론,neutral,,Y,1,0.0,-12.471084236935726,,,,,,,,0.0,0.0,
아보카도,neutral,,Y,2,0.0,-13.164229499501188,,,,,,,,0.0,0.0,
아사이,mine,T1,Y,15,0.066670570770914,-0.7071901430332945,0.133,-0.0735,,,진짜 악재(Δ<0),,APP)아사이볼113g(성공) / APP)망고볼113g(성공) / 프루타프루타아사이볼오리지널(실패),0.133,0.037,
아삭함,매개,T2,Y,58,0.2724122958900727,0.4489916631980004,0.345,0.0098,,0.92,매개,,이정후)고기폭탄홈런비빔밥(성공) / 한도초과)아삭아삭햄야채샌드(성공) / 롯데)삼겹살김치볶음밥삼각(성공),0.345,0.236,
아샷추,neutral,,Y,2,0.5000123679630537,1.1646090914519966,,,,,,,,0.5,0.095,
아연,neutral,,Y,1,0.0,-12.471084236935726,,,,,,,,0.0,0.0,
아이돌,neutral,T2,Y,3,0.3725451212742161,0.7591464522955645,0.333,-0.041,-0.0187,,가짜(강등),강등검토(Δ≤0),아이돌센터샌드위치(실패) / NCTD아이돌컴백샌드(실패) / NCTDREAMXGS25아이돌컴백샌드위치(성공),0.333,0.061,강등
아이들,neutral,,Y,3,0.2083294320229229,-0.7071901430332945,,,,,,,,0.333,0.061,
아이리쉬,neutral,,Y,2,0.0,-13.164229499501188,,,,,,,,0.0,0.0,
아이셔,neutral,,Y,2,0.4999963045120239,1.1646090914519966,,,,,,,,0.5,0.095,
아이스,neutral,,Y,220,0.1545482106021674,-0.5347744040694583,,,,,,,,0.155,0.113,
아이스. 티,neutral,,Y,7,0.2857196075576485,0.2483208298713158,,,,,,,,0.286,0.082,
아이스크림,neutral,,Y,235,0.3126810189095553,-0.0433530944729864,,,,,,,,0.174,0.131,
아침,neutral,,Y,77,0.2312116258672021,0.3037010928369614,,,,,,,,0.403,0.3,
아키그린,neutral,,Y,1,1.0,13.635693328387722,,,,,,,,1.0,0.207,
아톰,neutral,,Y,4,0.0,-13.857375721062512,,,,,,,,0.0,0.0,
아포틱,neutral,,Y,2,0.0,-13.164229499501188,,,,,,,,0.0,0.0,
안동,neutral,,Y,3,0.0,-14.416991097998244,,,,,,,,0.0,0.0,
안심,neutral,,Y,4,0.5000047981739044,1.1646104109470157,,,,,,,,0.5,0.15,
안젤리카,neutral,,Y,1,0.0,-12.471084236935726,,,,,,,,0.0,0.0,
안주,neutral,,Y,239,0.2582803256287005,-0.1911581711456884,,,,,,,,0.238,0.189,
알,neutral,,Y,7,0.1428568320615043,-0.6271471811165447,,,,,,,,0.143,0.026,
알로하,neutral,,Y,2,0.5000064522029892,1.1646090914519966,,,,,,,,0.5,0.095,
알록달록,neutral,,Y,0,0.599989268184188,1.5700753195552797,,,,,,,,,,
알룰로스,neutral,,Y,4,0.0,-13.857375721062512,,,,,,,,0.0,0.0,
알리오올리오,neutral,,Y,3,0.6666854818667615,1.8577556735124792,,,,,,,,0.667,0.208,
알밤,neutral,,Y,3,0.6666639248528435,1.8577556735124792,,,,,,,,0.667,0.208,
알싸함,killer,T2,Y,5,0.6000029802321943,1.5700753195552797,0.6,0.0711,,,killer_확실,유지,롯데)사천식마파두부덮밥(성공) / PB)제트콘김와사비맛90g(실패) / 삼립)불고기메밀면샐러드175g(성공),0.6,0.231,보통증거
알파,neutral,,Y,2,0.0,-13.164229499501188,,,,,,,,0.0,0.0,
알포트,killer,T1,Y,6,0.8333338474234022,2.774046046286785,0.833,0.0773,,,killer_확실,유지,스위트)부르봉알포트미니코이베리60g(성공) / 스위트)알포트미니우지말차55g(실패) / 6스위트)알포트미니사브레초콜릿50g(성공),0.833,0.436,강증거
앙금,neutral,,Y,20,0.282255166486106,0.3739213911280256,,,,,,,,0.25,0.112,
앙버터,neutral,,Y,1,1.0,13.635693328387722,,,,,,,,1.0,0.207,
앞다리살,neutral,,Y,1,1.0,13.635693328387722,,,,,,,,1.0,0.207,
애니메이션,neutral,,Y,0,0.147056238287536,-0.5932461335449541,,,,,,,,,,
애사비,neutral,,Y,5,0.2000054150820585,-0.2216823926747915,,,,,,,,0.2,0.036,
애스턴마틴,neutral,,Y,1,0.0,-12.471084236935726,,,,,,,,0.0,0.0,
애플망고,neutral,,Y,1,1.0,13.635693328387722,,,,,,,,1.0,0.207,
애플하우스,neutral,,Y,2,0.0,-13.164229499501188,,,,,,,,0.0,0.0,
액티비아,neutral,,Y,3,0.6666702230772442,1.8577556735124792,,,,,,,,0.667,0.208,
앤디스,neutral,,Y,1,0.0,-12.471084236935726,,,,,,,,0.0,0.0,
앱솔루트,neutral,,Y,4,0.0,-13.857375721062512,,,,,,,,0.0,0.0,
야끼소바,neutral,,Y,2,0.249998990446314,-0.2216823926747915,,,,,,,,0.5,0.095,
야마자키,neutral,,Y,3,0.3333335320154885,0.4714638288865332,,,,,,,,0.333,0.061,
야식,neutral,,Y,780,0.2663834557597608,0.1965502054875589,,,,,,,,0.319,0.287,
야외,neutral,,Y,2,0.5000091940167306,1.1646090914519966,,,,,,,,0.5,0.095,
야채,매개,T1,Y,20,0.3500022042542531,0.5455723979622381,0.35,0.087,,1.0,매개,,한도초과)아삭아삭햄야채샌드(성공) / 삼립야채호빵(실패) / CJ)햇반버섯야채죽268g(성공),0.35,0.181,
야쿠르트,neutral,,Y,6,0.1833314211418373,-0.339465494053229,,,,,,,,0.167,0.03,
약과,매개,T2,Y,9,0.1555556631750514,-0.6271474599494942,0.111,0.0055,,0.83,매개,,SAMG)하츄핑미니꿀약과90g(실패) / 하늘)브라우니약과60g(실패) / 삼립)초당옥수수미니꿀약과70g(성공),0.111,0.02,
약주,neutral,,Y,6,0.0,-14.262840509504269,,,,,,,,0.0,0.0,
양갱,neutral,,Y,3,0.0,-13.569693968277042,,,,,,,,0.0,0.0,
양념,neutral,,Y,48,0.2542304804534589,0.0039640508197582,,,,,,,,0.271,0.166,
양배추,neutral,,Y,1,0.2222195139361954,0.7591462822540175,,,,,,,,0.0,0.0,
양상추,neutral,,Y,3,0.0,-13.569693968277042,,,,,,,,0.0,0.0,
양송이,neutral,,Y,1,1.0,13.635693328387722,,,,,,,,1.0,0.207,
양식,neutral,,Y,2,0.0,-13.164229499501188,,,,,,,,0.0,0.0,
양장피,neutral,,Y,1,0.0,-12.471084236935726,,,,,,,,0.0,0.0,
양조,neutral,,Y,1,0.4999999962747097,-0.2216823926747915,,,,,,,,1.0,0.207,
양지,neutral,,Y,1,0.0,-13.857375721062512,,,,,,,,0.0,0.0,
양파,neutral,,Y,25,0.6000005073845349,-0.0393610661805818,,,,,,,,0.2,0.089,
양평,neutral,,Y,1,0.0,-12.471084236935726,,,,,,,,0.0,0.0,
양푼,neutral,,Y,1,0.0,-12.471084236935726,,,,,,,,0.0,0.0,
양하대곡,neutral,,Y,1,0.0,-12.471084236935726,,,,,,,,0.0,0.0,
어른,neutral,,Y,2,0.5000079274177551,1.1646090914519966,,,,,,,,0.5,0.095,
어린이,mine,T1,Y,12,0.0416672223557945,-2.013441062736627,0.083,-0.024,,,진짜 악재(Δ<0),,SAMG)하츄핑미니꿀약과90g(실패) / 나무)쌍둥이루지메롱108g(실패) / 덴마크)소화가잘되는우유딸기190ml(실패),0.083,0.015,
어묵,killer,T2,Y,55,0.3804747978607086,0.72739788271885,0.364,0.0359,,,killer_확실,유지,PB)오징어얼라이브매콤볶음면(성공) / 고래사)땡초핫접사각(성공) / 롯데)매콤어묵듬뿍김밥(성공),0.364,0.249,보통증거
어포,neutral,,Y,4,0.0,-13.857375721062512,,,,,,,,0.0,0.0,
얼그레이,neutral,,Y,4,0.0,-13.857375721062512,,,,,,,,0.0,0.0,
얼라이브,neutral,,Y,2,0.500018835067749,1.1646090914519966,,,,,,,,0.5,0.095,
얼박사,neutral,,Y,3,0.66667041182518,1.8577556735124792,,,,,,,,0.667,0.208,
얼음,killer,T2,Y,5,0.3882349716170787,0.1837824371836383,0.6,0.0179,,,killer_확실,유지,미정)얼음동동물비빔냉면242g(성공) / 미정)얼음동동물냉면245g(성공) / PB)꽃모양얼음컵(실패),0.6,0.231,보통증거
얼큰함,mine,T1,Y,12,0.1250013229437616,-0.2216825513412301,0.25,-0.0241,,,진짜 악재(Δ<0),,PB)중화식얼큰짬뽕300g(성공) / 하츄핑라면얼큰소고기맛(성공) / 얼큰추어탕(실패),0.25,0.089,
엄마손,neutral,,Y,1,0.0,-12.471084236935726,,,,,,,,0.0,0.0,
엄지,neutral,,Y,3,0.0,-13.569693968277042,,,,,,,,0.0,0.0,
에너지,neutral,,Y,62,0.344621481257954,0.6979921665182643,,,,,,,,0.29,0.192,
에멀로,neutral,,Y,1,0.0,-12.471084236935726,,,,,,,,0.0,0.0,
에멘탈,neutral,,Y,1,0.0,-12.471084236935726,,,,,,,,0.0,0.0,
에반윌리엄스,neutral,,Y,1,0.0,-12.471084236935726,,,,,,,,0.0,0.0,
에버데이,neutral,,Y,2,0.0,-13.164229499501188,,,,,,,,0.0,0.0,
에스코트,neutral,,Y,2,0.0,-13.164229499501188,,,,,,,,0.0,0.0,
에스프레소,mine,T1,Y,12,0.0416674613952636,-1.400336725093777,0.083,-0.0945,,,진짜 악재(Δ<0),,서울)말차에스프레소200ml(성공) / 커피믹스프레소프라페(실패) / 밀크믹스프레소프라페(실패),0.083,0.015,
에어프라이어,neutral,,Y,2,0.5000138282775879,1.1646090914519966,,,,,,,,0.5,0.095,
에이드,neutral,,Y,14,0.1714321207521415,-0.2940032617634666,,,,,,,,0.143,0.04,
에이스,neutral,,Y,9,0.4444482061595793,0.9414677111813954,,,,,,,,0.444,0.189,
에이징,neutral,,Y,1,0.0,-12.471084236935726,,,,,,,,0.0,0.0,
에일,killer,T2,Y,7,0.5714306533336639,1.4522928234812424,0.571,0.0326,,,killer_확실,유지,데이지에일(성공) / 데이지에일4캔기획패키지(실패) / 데이지에일지드래곤맥주(성공),0.571,0.25,강증거
엔젤,neutral,,Y,1,0.0,-12.471084236935726,,,,,,,,0.0,0.0,
엘프리모,neutral,,Y,1,1.0,13.635693328387722,,,,,,,,1.0,0.207,
엠앤엠즈,neutral,,Y,4,0.0,-13.857375721062512,,,,,,,,0.0,0.0,
여름,neutral,,Y,97,0.2325163000313464,-0.3144643551539824,,,,,,,,0.144,0.088,
여수,neutral,,Y,4,0.4999972209333959,1.1646104109470157,,,,,,,,0.5,0.15,
여유,killer,T1,Y,4,0.7999959409236304,2.417372951942548,1.0,0.0791,,,killer_확실,유지,하와이안쉬림프김밥(성공) / 하와이안코코넛쉬림프(성공) / 하와이안갈릭쉬림프(성공),1.0,0.51,강증거
여행,neutral,,Y,7,0.2142670346160675,-0.1346712034121968,,,,,,,,0.143,0.026,
연근,neutral,,Y,1,0.0,-12.471084236935726,,,,,,,,0.0,0.0,
연말,neutral,,Y,40,0.1249990880023773,-0.7812982888099801,,,,,,,,0.125,0.055,
연양갱,neutral,,Y,3,0.0,-13.569693968277042,,,,,,,,0.0,0.0,
연어,neutral,,Y,9,0.0,-14.668305404501432,,,,,,,,0.0,0.0,
연유,killer,T1,Y,10,0.6500014698133036,0.6049956937600385,0.3,-0.019,0.0277,,조건부killer(IP),유지,PB)돌체라떼320ml(성공) / 그린)초코딸기샌드(성공) / 405스윗브리오쉬(실패),0.3,0.108,조건부(IP)
연태,neutral,,Y,1,0.0,-12.471084236935726,,,,,,,,0.0,0.0,
연휴,neutral,,Y,2,0.0,-13.164229499501188,,,,,,,,0.0,0.0,
열,neutral,,Y,2,1.0,14.328839910448204,,,,,,,,1.0,0.342,
열대,neutral,,Y,5,0.0,-14.080519080576888,,,,,,,,0.0,-0.0,
열대야,neutral,,Y,3,0.0,-13.569693968277042,,,,,,,,0.0,0.0,
열라면,neutral,,Y,1,0.0,-12.471084236935726,,,,,,,,0.0,0.0,
열매,neutral,,Y,1,1.0,13.635693328387722,,,,,,,,1.0,0.207,
열무,neutral,,Y,4,0.2499998807907104,0.0659993601106803,,,,,,,,0.25,0.046,
엽떡,neutral,,Y,1,1.0,13.635693328387722,,,,,,,,1.0,0.207,
영양,neutral,,Y,8,0.4999999031424508,1.1646110706957709,,,,,,,,0.5,0.215,
영화,neutral,,Y,3,0.1602541588716701,0.0071589409724944,,,,,,,,0.0,0.0,
영희네,neutral,,Y,4,0.0,-13.857375721062512,,,,,,,,0.0,0.0,
예소담,neutral,,Y,2,0.0,-13.164229499501188,,,,,,,,0.0,0.0,
예술,neutral,,Y,1,0.6538467036130275,0.5768248787210767,,,,,,,,1.0,0.207,
예천,neutral,,Y,1,0.0,-12.471084236935726,,,,,,,,0.0,0.0,
옐로우,mine,T1,Y,12,0.0416678562760353,-1.4744446761705818,0.083,-0.0298,,,진짜 악재(Δ<0),,PB)노랑노랑바나나우유500ml(성공) / 언노운)옐로우코드쇼비뇽블랑750ml(실패) / 언노운)옐로우코드쉬라즈187ml(실패),0.083,0.015,
옛날,neutral,,Y,7,0.1428614854812622,-0.6271471811165447,,,,,,,,0.143,0.026,
오곡,neutral,,Y,1,0.0,-12.471084236935726,,,,,,,,0.0,0.0,
오금빛,neutral,,Y,1,1.0,13.635693328387722,,,,,,,,1.0,0.207,
오독오독,neutral,,Y,15,0.1955049103900116,-0.3270431277823622,,,,,,,,0.2,0.07,
오돌뼈,neutral,,Y,3,0.0,-13.569693968277042,,,,,,,,0.0,0.0,
오또상,neutral,,Y,2,0.0,-13.164229499501188,,,,,,,,0.0,0.0,
오뚜기,mine,T1,Y,61,0.0573776849606413,-0.8784620671006546,0.115,-0.033,,,진짜 악재(Δ<0),,순살갈비탕(실패) / 오뚜기)콕콕콕땡초크림파스타(성공) / 쿡인페이퍼)진라면약간매운맛(성공),0.115,0.057,
오란다,neutral,,Y,1,0.0,-12.471084236935726,,,,,,,,0.0,0.0,
오레오,neutral,,Y,6,0.1666675495604608,0.471464189385691,,,,,,,,0.333,0.097,
오렌지,neutral,,Y,27,0.1481499622266714,-0.5845879918965431,,,,,,,,0.148,0.059,
오리,neutral,,Y,8,0.1250024717300762,-0.7812977696105239,,,,,,,,0.125,0.022,
오리엔탈,neutral,,Y,2,0.5000081062316895,1.1646090914519966,,,,,,,,0.5,0.095,
오리온,neutral,,Y,7,0.2857155246394205,0.2483208298713158,,,,,,,,0.286,0.082,
오리지널,매개,T2,Y,44,0.2500003064051385,0.065999435943913,0.25,0.018,,1.0,매개,,LG트윈스오리지널핫도그(성공) / APP예약)맛장우김밥오리지널(실패) / CJ)맥스봉오리지널70g(성공),0.25,0.146,
오마카세,neutral,,Y,2,0.5,1.8577556735124792,,,,,,,,1.0,0.342,
오메기,neutral,,Y,2,0.0,-13.164229499501188,,,,,,,,0.0,0.0,
오모리,neutral,,Y,2,0.5000226050622048,1.1646090914519966,,,,,,,,0.5,0.095,
오므라이스,neutral,,Y,1,0.2083344773079043,0.6946078610997065,,,,,,,,0.0,0.0,
오믈렛,neutral,,Y,3,0.0,-13.569693968277042,,,,,,,,0.0,0.0,
오븐,neutral,,Y,9,0.0,-14.668305404501432,,,,,,,,0.0,0.0,
오사쯔,neutral,,Y,1,0.0,-12.471084236935726,,,,,,,,0.0,0.0,
오색찬란,neutral,,Y,1,0.0,-12.471084236935726,,,,,,,,0.0,0.0,
오예스,neutral,,Y,2,0.0,-13.164229499501188,,,,,,,,0.0,0.0,
오이,neutral,,Y,2,0.0833312639345879,-0.7812977696105239,,,,,,,,0.0,0.0,
오이스터베이,neutral,,Y,2,0.0,-13.164229499501188,,,,,,,,0.0,0.0,
오일,neutral,,Y,9,0.282055853985458,-0.1083539278075346,,,,,,,,0.333,0.121,
오잉,neutral,,Y,2,0.0,-13.164229499501188,,,,,,,,0.0,0.0,
오즈키친,neutral,,Y,1,0.0,-12.471084236935726,,,,,,,,0.0,0.0,
오지치즈,neutral,,Y,1,0.0,-12.471084236935726,,,,,,,,0.0,0.0,
오징어,매개,T2,Y,47,0.2632999684278873,0.1837824613336309,0.277,0.0163,,1.0,매개,,PB)K리그슛!페스츄리오징어40g(성공) / PB)오징어얼라이브매콤볶음면(성공) / 청정)오늘은오징어120g(성공),0.277,0.169,
오코노미야끼,neutral,,Y,1,0.0,-12.471084236935726,,,,,,,,0.0,0.0,
오크,mine,T1,Y,34,0.1242059754632041,-0.9993871547696996,0.147,-0.0135,,,진짜 악재(Δ<0),,윌리엄)발베니싱글배럴12년700ml(성공) / 동서)TOP배럴에이지드향볼트380ml(성공) / APP)더글렌드로낙15년700ml(실패),0.147,0.064,
오트,neutral,,Y,5,0.0,-14.080519080576888,,,,,,,,0.0,-0.0,
오트몬드,neutral,,Y,2,0.4999997615814209,1.1646090914519966,,,,,,,,0.5,0.095,
오트밀,neutral,,Y,1,0.0,-12.471084236935726,,,,,,,,0.0,0.0,
오하요,neutral,,Y,1,0.0,-12.471084236935726,,,,,,,,0.0,0.0,
오후,neutral,,Y,3,0.0,-13.569693968277042,,,,,,,,0.0,0.0,
옥동자,neutral,,Y,2,0.0,-13.164229499501188,,,,,,,,0.0,0.0,
옥수수,killer,T1,Y,54,0.5859283123763996,0.5806638093570354,0.278,0.0243,,,killer_확실,유지,PB)자이언츠육각꼬깔콘군옥수수맛134g(성공) / 플레이브꼬깔콘세트(성공) / 해태)구운버터옥수수60g(성공),0.278,0.176,모델신호
온면,neutral,,Y,1,0.0,-12.471084236935726,,,,,,,,0.0,0.0,
올로로소,neutral,,Y,3,0.0,-13.569693968277042,,,,,,,,0.0,0.0,
올리브,neutral,,Y,10,0.2333309584607592,-0.1163220887278258,,,,,,,,0.2,0.057,
와릿이즌,neutral,,Y,2,0.0,-13.164229499501188,,,,,,,,0.0,0.0,
와사비,killer,T2,Y,13,0.5384641725282617,1.3187619419394705,0.538,-0.0024,,,killer_불명확(노이즈),유지,PB)제트콘김와사비맛90g(실패) / 그린)새우튀김김밥(성공) / 그린)명란마요유부초밥(성공),0.538,0.291,보류
와인,mine,T1,Y,300,0.0483341750322211,-1.0738944786912474,0.097,-0.0967,,,진짜 악재(Δ<0),,비노)콜미레이터브로드센트럴코스트샤도네이(실패) / CSR)텍스트북나파까버네에디션750ml(성공) / 우진)루체 21 750ml(성공),0.097,0.068,
와일드,neutral,,Y,11,0.0909119675104625,-1.1379725491493329,,,,,,,,0.091,0.016,
와플,neutral,,Y,7,0.3523819976796842,-0.123242540512147,,,,,,,,0.571,0.25,
완두,neutral,,Y,5,0.1999975770711538,-0.2216823926747915,,,,,,,,0.2,0.036,
왕,neutral,,Y,21,0.1428600288928307,-0.6271475528938675,,,,,,,,0.143,0.05,
왕컵,neutral,,Y,2,0.0,-13.164229499501188,,,,,,,,0.0,0.0,
요거트,neutral,,Y,94,0.2980866527446503,-0.0484109076863295,,,,,,,,0.266,0.187,
요리,mine,T1,Y,17,0.1411641603551605,-0.39353286326238,0.176,-0.0174,,,진짜 악재(Δ<0),,맛폴리쉬림프알리오올리오(성공) / CJ)1등급반숙대란2구(성공) / 하림)더미식한우사태곰탕800g(실패),0.176,0.062,
요맘때,neutral,,Y,9,0.333335593342781,0.4714643095522017,,,,,,,,0.333,0.121,
요세미티,neutral,,Y,2,0.0,-13.164229499501188,,,,,,,,0.0,0.0,
요이치,neutral,,Y,2,0.0,-13.164229499501188,,,,,,,,0.0,0.0,
요플레,neutral,,Y,2,0.0,-13.164229499501188,,,,,,,,0.0,0.0,
용가리,neutral,,Y,4,0.0,-13.857375721062512,,,,,,,,0.0,0.0,
우거지,neutral,,Y,2,0.0,-13.164229499501188,,,,,,,,0.0,0.0,
우도,neutral,,Y,3,0.0,-13.569693968277042,,,,,,,,0.0,0.0,
우동,neutral,,Y,34,0.185745113920165,0.1231578469015088,,,,,,,,0.206,0.103,
우롱차,neutral,,Y,1,1.0,13.635693328387722,,,,,,,,1.0,0.207,
우삼겹,neutral,,Y,1,0.0,-12.471084236935726,,,,,,,,0.0,0.0,
우엉,neutral,,Y,2,0.0,-13.164229499501188,,,,,,,,0.0,0.0,
우유,neutral,,Y,290,0.3361900547978763,0.3383041445200985,,,,,,,,0.338,0.286,
우유니,neutral,,Y,2,1.0,14.328839910448204,,,,,,,,1.0,0.342,
운동,mine,T1,Y,26,0.1090835964701353,-0.1929725208285572,0.115,-0.0143,,,진짜 악재(Δ<0),,하림)오늘단백돌체라떼250ml(실패) / 칠성)핫식스더프로파인애플355ml(실패) / 롯데)이지프로틴아르기닌(자몽)150g(성공),0.115,0.04,
운세,neutral,,Y,2,0.0,-13.164229499501188,,,,,,,,0.0,0.0,
울진,neutral,,Y,3,0.3333421746892385,0.4714638288865332,,,,,,,,0.333,0.061,
울트라,neutral,,Y,3,0.6666684647401709,1.8577556735124792,,,,,,,,0.667,0.208,
워싱턴,neutral,,Y,2,0.0,-13.164229499501188,,,,,,,,0.0,0.0,
원두,neutral,,Y,4,0.3214359480356566,-0.0881512128000195,,,,,,,,0.5,0.15,
원조,neutral,,Y,2,0.0,-13.164229499501188,,,,,,,,0.0,0.0,
월계관,neutral,,Y,3,0.0,-13.569693968277042,,,,,,,,0.0,0.0,
