event_date,mapped_pos_item_code,mapped_item_name,category_l,category_m,match_type,match_score,inventory_search_count,inventory_search_users,representative_search_string
2025-04-15,123235,하이네켄 5L 케그(2입),맥주,수입맥주,item_startswith_search,90,2,2,하이네켄
2025-04-16,123235,하이네켄 5L 케그(2입),맥주,수입맥주,item_startswith_search,90,1,1,하이네켄
2025-04-17,123235,하이네켄 5L 케그(2입),맥주,수입맥주,item_startswith_search,90,1,1,하이네켄
2025-04-20,123235,하이네켄 5L 케그(2입),맥주,수입맥주,item_startswith_search,90,2,2,하이네켄
2025-04-21,123235,하이네켄 5L 케그(2입),맥주,수입맥주,item_startswith_search,90,2,1,하이네켄
2025-04-22,123235,하이네켄 5L 케그(2입),맥주,수입맥주,item_startswith_search,90,1,1,하이네켄
2025-04-24,123235,하이네켄 5L 케그(2입),맥주,수입맥주,item_startswith_search,90,1,1,하이네켄
2025-04-25,123235,하이네켄 5L 케그(2입),맥주,수입맥주,item_startswith_search,90,1,1,하이네켄
2025-04-26,123235,하이네켄 5L 케그(2입),맥주,수입맥주,item_startswith_search,90,2,1,하이네켄
2025-04-29,123235,하이네켄 5L 케그(2입),맥주,수입맥주,item_startswith_search,90,1,1,하이네켄
2025-05-01,123235,하이네켄 5L 케그(2입),맥주,수입맥주,item_startswith_search,90,2,1,하이네켄
2025-05-02,123235,하이네켄 5L 케그(2입),맥주,수입맥주,item_startswith_search,90,2,2,하이네켄
2025-05-03,123235,하이네켄 5L 케그(2입),맥주,수입맥주,item_startswith_search,90,1,1,하이네켄
2025-05-04,123235,하이네켄 5L 케그(2입),맥주,수입맥주,item_startswith_search,90,3,3,하이네켄
2025-05-06,123235,하이네켄 5L 케그(2입),맥주,수입맥주,item_startswith_search,90,1,1,하이네켄
2025-05-07,123235,하이네켄 5L 케그(2입),맥주,수입맥주,item_startswith_search,90,4,4,하이네켄
2025-05-08,123235,하이네켄 5L 케그(2입),맥주,수입맥주,item_startswith_search,90,3,3,하이네켄
2025-05-09,123235,하이네켄 5L 케그(2입),맥주,수입맥주,item_startswith_search,90,1,1,하이네켄
2025-05-10,123235,하이네켄 5L 케그(2입),맥주,수입맥주,item_startswith_search,90,4,3,하이네켄
2025-05-11,123235,하이네켄 5L 케그(2입),맥주,수입맥주,item_startswith_search,90,2,2,하이네켄
2025-05-12,123235,하이네켄 5L 케그(2입),맥주,수입맥주,item_startswith_search,90,2,1,하이네켄
2025-05-13,123235,하이네켄 5L 케그(2입),맥주,수입맥주,item_startswith_search,90,1,1,하이네켄
2025-05-14,123235,하이네켄 5L 케그(2입),맥주,수입맥주,item_startswith_search,90,2,2,하이네켄
2025-05-15,123235,하이네켄 5L 케그(2입),맥주,수입맥주,item_startswith_search,90,1,1,하이네켄
2025-05-16,123235,하이네켄 5L 케그(2입),맥주,수입맥주,item_startswith_search,90,3,3,하이네켄
2025-05-17,123235,하이네켄 5L 케그(2입),맥주,수입맥주,item_startswith_search,90,1,1,하이네켄
2025-05-18,123235,하이네켄 5L 케그(2입),맥주,수입맥주,item_startswith_search,90,1,1,하이네켄
2025-05-19,123235,하이네켄 5L 케그(2입),맥주,수입맥주,item_startswith_search,90,1,1,하이네켄
2025-05-21,123235,하이네켄 5L 케그(2입),맥주,수입맥주,item_startswith_search,90,3,2,하이네켄
2025-05-22,123235,하이네켄 5L 케그(2입),맥주,수입맥주,item_startswith_search,90,6,5,하이네켄
2025-05-23,123235,하이네켄 5L 케그(2입),맥주,수입맥주,item_startswith_search,90,7,3,하이네켄
2025-05-24,123235,하이네켄 5L 케그(2입),맥주,수입맥주,item_startswith_search,90,7,3,하이네켄
2025-05-25,123235,하이네켄 5L 케그(2입),맥주,수입맥주,item_startswith_search,90,6,4,하이네켄
2025-05-26,123235,하이네켄 5L 케그(2입),맥주,수입맥주,item_startswith_search,90,4,3,하이네켄
2025-05-27,123235,하이네켄 5L 케그(2입),맥주,수입맥주,item_startswith_search,90,3,2,하이네켄
2025-05-28,123235,하이네켄 5L 케그(2입),맥주,수입맥주,item_startswith_search,90,1,1,하이네켄
2025-05-29,123235,하이네켄 5L 케그(2입),맥주,수입맥주,item_startswith_search,90,2,2,하이네켄
2025-05-30,123235,하이네켄 5L 케그(2입),맥주,수입맥주,item_startswith_search,90,3,3,하이네켄
2025-05-31,123235,하이네켄 5L 케그(2입),맥주,수입맥주,item_startswith_search,90,6,4,하이네켄
2025-03-01,123307,PB)착한콘칩65g,과자,스낵류,search_in_item,80,2,2,착한콘칩
2025-03-02,123307,PB)착한콘칩65g,과자,스낵류,search_in_item,80,2,2,콘칩
2025-03-03,123307,PB)착한콘칩65g,과자,스낵류,search_in_item,80,12,11,착한콘칩
2025-03-04,123307,PB)착한콘칩65g,과자,스낵류,search_in_item,80,7,7,착한콘칩
2025-03-05,123307,PB)착한콘칩65g,과자,스낵류,search_in_item,80,8,8,착한콘칩
2025-03-06,123307,PB)착한콘칩65g,과자,스낵류,search_in_item,80,1,1,콘칩
2025-03-07,123307,PB)착한콘칩65g,과자,스낵류,search_in_item,80,12,8,착한콘칩
2025-03-08,123307,PB)착한콘칩65g,과자,스낵류,search_in_item,80,11,5,착한콘칩
2025-03-09,123307,PB)착한콘칩65g,과자,스낵류,search_in_item,80,21,10,착한콘칩
2025-03-10,123307,PB)착한콘칩65g,과자,스낵류,search_in_item,80,18,13,착한콘칩
2025-03-11,123307,PB)착한콘칩65g,과자,스낵류,search_in_item,80,12,7,착한콘칩
2025-03-12,123307,PB)착한콘칩65g,과자,스낵류,search_in_item,80,10,7,착한콘칩
2025-03-13,123307,PB)착한콘칩65g,과자,스낵류,search_in_item,80,9,8,착한콘칩
2025-03-14,123307,PB)착한콘칩65g,과자,스낵류,search_in_item,80,8,5,착한콘칩
2025-03-15,123307,PB)착한콘칩65g,과자,스낵류,search_in_item,80,15,12,착한콘칩
2025-03-16,123307,PB)착한콘칩65g,과자,스낵류,search_in_item,80,13,9,착한콘칩
2025-03-17,123307,PB)착한콘칩65g,과자,스낵류,search_in_item,80,7,7,착한콘칩
2025-03-18,123307,PB)착한콘칩65g,과자,스낵류,search_in_item,80,11,10,착한콘칩
2025-03-19,123307,PB)착한콘칩65g,과자,스낵류,search_in_item,80,6,4,착한콘칩
2025-03-20,123307,PB)착한콘칩65g,과자,스낵류,search_in_item,80,14,11,착한콘칩
2025-03-21,123307,PB)착한콘칩65g,과자,스낵류,search_in_item,80,10,8,착한콘칩
2025-03-22,123307,PB)착한콘칩65g,과자,스낵류,search_in_item,80,11,9,착한콘칩
2025-03-23,123307,PB)착한콘칩65g,과자,스낵류,search_in_item,80,8,8,착한콘칩
2025-03-24,123307,PB)착한콘칩65g,과자,스낵류,search_in_item,80,6,5,착한콘칩
2025-03-25,123307,PB)착한콘칩65g,과자,스낵류,search_in_item,80,5,4,착한콘칩
2025-03-26,123307,PB)착한콘칩65g,과자,스낵류,search_in_item,80,2,1,콘칩
2025-03-27,123307,PB)착한콘칩65g,과자,스낵류,search_in_item,80,5,5,착한콘칩
2025-03-28,123307,PB)착한콘칩65g,과자,스낵류,search_in_item,80,17,14,착한콘칩
2025-03-29,123307,PB)착한콘칩65g,과자,스낵류,search_in_item,80,8,8,착한콘칩
2025-03-30,123307,PB)착한콘칩65g,과자,스낵류,search_in_item,80,7,6,착한콘칩
2025-03-31,123307,PB)착한콘칩65g,과자,스낵류,search_in_item,80,8,7,착한콘칩
2025-04-01,123307,PB)착한콘칩65g,과자,스낵류,search_in_item,80,5,5,착한콘칩
2025-04-02,123307,PB)착한콘칩65g,과자,스낵류,search_in_item,80,5,5,콘칩
2025-04-03,123307,PB)착한콘칩65g,과자,스낵류,search_in_item,80,7,7,착한콘칩
2025-04-04,123307,PB)착한콘칩65g,과자,스낵류,search_in_item,80,5,4,착한콘칩
2025-04-05,123307,PB)착한콘칩65g,과자,스낵류,search_in_item,80,3,1,콘칩
2025-04-06,123307,PB)착한콘칩65g,과자,스낵류,search_in_item,80,7,5,착한콘칩
2025-04-07,123307,PB)착한콘칩65g,과자,스낵류,search_in_item,80,9,4,콘칩
2025-04-09,123307,PB)착한콘칩65g,과자,스낵류,search_in_item,80,1,1,콘칩
2025-04-10,123307,PB)착한콘칩65g,과자,스낵류,search_in_item,80,4,3,착한콘칩
2025-04-11,123307,PB)착한콘칩65g,과자,스낵류,search_in_item,80,3,2,착한콘칩
2025-04-13,123307,PB)착한콘칩65g,과자,스낵류,search_in_item,80,1,1,콘칩
2025-04-15,123307,PB)착한콘칩65g,과자,스낵류,search_in_item,80,2,2,콘칩
2025-04-16,123307,PB)착한콘칩65g,과자,스낵류,search_in_item,80,2,2,착한콘칩
2025-04-17,123307,PB)착한콘칩65g,과자,스낵류,search_in_item,80,2,2,콘칩
2025-04-19,123307,PB)착한콘칩65g,과자,스낵류,search_in_item,80,5,4,착한콘칩
2025-04-20,123307,PB)착한콘칩65g,과자,스낵류,search_in_item,80,4,4,착한콘칩
2025-04-21,123307,PB)착한콘칩65g,과자,스낵류,search_in_item,80,4,3,착한콘칩
2025-04-22,123307,PB)착한콘칩65g,과자,스낵류,search_in_item,80,2,2,콘칩
2025-04-23,123307,PB)착한콘칩65g,과자,스낵류,search_in_item,80,2,2,콘칩
2025-04-24,123307,PB)착한콘칩65g,과자,스낵류,search_in_item,80,3,2,착한콘칩
2025-04-25,123307,PB)착한콘칩65g,과자,스낵류,search_in_item,80,2,2,콘칩
2025-04-26,123307,PB)착한콘칩65g,과자,스낵류,search_in_item,80,1,1,콘칩
2025-04-27,123307,PB)착한콘칩65g,과자,스낵류,search_in_item,80,5,3,콘칩
2025-04-29,123307,PB)착한콘칩65g,과자,스낵류,search_in_item,80,2,2,콘칩
2025-04-30,123307,PB)착한콘칩65g,과자,스낵류,search_in_item,80,5,4,착한콘칩
2025-05-01,123307,PB)착한콘칩65g,과자,스낵류,search_in_item,80,5,4,착한콘칩
2025-05-02,123307,PB)착한콘칩65g,과자,스낵류,search_in_item,80,4,4,착한콘칩
2025-05-03,123307,PB)착한콘칩65g,과자,스낵류,search_in_item,80,8,6,착한콘칩
2025-05-04,123307,PB)착한콘칩65g,과자,스낵류,search_in_item,80,2,2,콘칩
2025-05-05,123307,PB)착한콘칩65g,과자,스낵류,search_in_item,80,7,5,착한콘칩
2025-05-07,123307,PB)착한콘칩65g,과자,스낵류,search_in_item,80,4,3,착한콘칩
2025-05-08,123307,PB)착한콘칩65g,과자,스낵류,search_in_item,80,4,4,착한콘칩
2025-05-09,123307,PB)착한콘칩65g,과자,스낵류,search_in_item,80,1,1,착한콘칩
2025-05-10,123307,PB)착한콘칩65g,과자,스낵류,search_in_item,80,1,1,콘칩
2025-05-11,123307,PB)착한콘칩65g,과자,스낵류,search_in_item,80,4,4,콘칩
2025-05-12,123307,PB)착한콘칩65g,과자,스낵류,search_in_item,80,3,2,착한콘칩
2025-05-13,123307,PB)착한콘칩65g,과자,스낵류,search_in_item,80,1,1,착한콘칩
2025-05-14,123307,PB)착한콘칩65g,과자,스낵류,search_in_item,80,2,2,콘칩
2025-05-15,123307,PB)착한콘칩65g,과자,스낵류,search_in_item,80,1,1,콘칩
2025-05-16,123307,PB)착한콘칩65g,과자,스낵류,search_in_item,80,31,21,착한콘칩
2025-05-17,123307,PB)착한콘칩65g,과자,스낵류,search_in_item,80,9,8,착한콘칩
2025-05-18,123307,PB)착한콘칩65g,과자,스낵류,search_in_item,80,13,12,착한콘칩
2025-05-19,123307,PB)착한콘칩65g,과자,스낵류,search_in_item,80,17,14,착한콘칩
2025-05-20,123307,PB)착한콘칩65g,과자,스낵류,search_in_item,80,16,15,착한콘칩
2025-05-21,123307,PB)착한콘칩65g,과자,스낵류,search_in_item,80,6,5,착한콘칩
2025-05-22,123307,PB)착한콘칩65g,과자,스낵류,search_in_item,80,9,9,착한콘칩
2025-05-23,123307,PB)착한콘칩65g,과자,스낵류,search_in_item,80,7,7,착한콘칩
2025-05-24,123307,PB)착한콘칩65g,과자,스낵류,search_in_item,80,10,7,착한콘칩
2025-05-25,123307,PB)착한콘칩65g,과자,스낵류,search_in_item,80,3,3,착한콘칩
2025-05-26,123307,PB)착한콘칩65g,과자,스낵류,search_in_item,80,12,10,착한콘칩
2025-05-27,123307,PB)착한콘칩65g,과자,스낵류,search_in_item,80,3,3,착한콘칩
2025-05-28,123307,PB)착한콘칩65g,과자,스낵류,search_in_item,80,3,3,착한콘칩
2025-05-29,123307,PB)착한콘칩65g,과자,스낵류,search_in_item,80,15,7,착한콘칩
2025-05-30,123307,PB)착한콘칩65g,과자,스낵류,search_in_item,80,12,12,착한콘칩
2025-05-31,123307,PB)착한콘칩65g,과자,스낵류,search_in_item,80,18,16,착한콘칩
2025-03-01,123315,디저트39)저당슈크림모나카,아이스크림,노벨티,item_startswith_search,90,4,2,디저트39
2025-03-02,123315,디저트39)저당슈크림모나카,아이스크림,노벨티,item_startswith_search,90,3,3,디저트39
2025-03-03,123315,디저트39)저당슈크림모나카,아이스크림,노벨티,item_startswith_search,90,6,3,디저트39
2025-03-04,123315,디저트39)저당슈크림모나카,아이스크림,노벨티,item_startswith_search,90,2,2,디저트39
2025-03-05,123315,디저트39)저당슈크림모나카,아이스크림,노벨티,item_startswith_search,90,4,4,디저트39
2025-03-06,123315,디저트39)저당슈크림모나카,아이스크림,노벨티,item_startswith_search,90,2,2,디저트39
2025-03-07,123315,디저트39)저당슈크림모나카,아이스크림,노벨티,item_startswith_search,90,3,1,디저트39
2025-03-08,123315,디저트39)저당슈크림모나카,아이스크림,노벨티,item_startswith_search,90,2,2,디저트39
2025-03-09,123315,디저트39)저당슈크림모나카,아이스크림,노벨티,item_startswith_search,90,5,2,디저트39
2025-03-10,123315,디저트39)저당슈크림모나카,아이스크림,노벨티,item_startswith_search,90,3,3,디저트39
2025-03-13,123315,디저트39)저당슈크림모나카,아이스크림,노벨티,item_startswith_search,90,1,1,디저트39
2025-03-14,123315,디저트39)저당슈크림모나카,아이스크림,노벨티,item_startswith_search,90,4,3,디저트39
2025-03-16,123315,디저트39)저당슈크림모나카,아이스크림,노벨티,item_startswith_search,90,2,2,디저트39
2025-03-17,123315,디저트39)저당슈크림모나카,아이스크림,노벨티,item_startswith_search,90,5,5,디저트39
2025-03-18,123315,디저트39)저당슈크림모나카,아이스크림,노벨티,item_startswith_search,90,3,3,디저트39
2025-03-19,123315,디저트39)저당슈크림모나카,아이스크림,노벨티,item_startswith_search,90,8,8,디저트39
2025-03-20,123315,디저트39)저당슈크림모나카,아이스크림,노벨티,item_startswith_search,90,6,4,디저트39
2025-03-21,123315,디저트39)저당슈크림모나카,아이스크림,노벨티,item_startswith_search,90,5,3,디저트39
2025-03-22,123315,디저트39)저당슈크림모나카,아이스크림,노벨티,item_startswith_search,90,2,2,디저트39
2025-03-23,123315,디저트39)저당슈크림모나카,아이스크림,노벨티,item_startswith_search,90,6,4,디저트39
2025-03-24,123315,디저트39)저당슈크림모나카,아이스크림,노벨티,item_startswith_search,90,1,1,디저트39
2025-03-25,123315,디저트39)저당슈크림모나카,아이스크림,노벨티,item_startswith_search,90,4,4,디저트39
2025-03-26,123315,디저트39)저당슈크림모나카,아이스크림,노벨티,item_startswith_search,90,1,1,디저트39
2025-03-27,123315,디저트39)저당슈크림모나카,아이스크림,노벨티,item_startswith_search,90,3,3,디저트39
2025-03-28,123315,디저트39)저당슈크림모나카,아이스크림,노벨티,item_startswith_search,90,1,1,디저트39
2025-03-29,123315,디저트39)저당슈크림모나카,아이스크림,노벨티,item_startswith_search,90,3,3,디저트39
2025-03-30,123315,디저트39)저당슈크림모나카,아이스크림,노벨티,item_startswith_search,90,2,2,디저트39
2025-03-31,123315,디저트39)저당슈크림모나카,아이스크림,노벨티,item_startswith_search,90,5,5,디저트39
2025-04-01,123315,디저트39)저당슈크림모나카,아이스크림,노벨티,item_startswith_search,90,4,3,디저트39
2025-04-02,123315,디저트39)저당슈크림모나카,아이스크림,노벨티,item_startswith_search,90,3,2,디저트39
2025-04-03,123315,디저트39)저당슈크림모나카,아이스크림,노벨티,item_startswith_search,90,7,5,디저트39
2025-04-04,123315,디저트39)저당슈크림모나카,아이스크림,노벨티,item_startswith_search,90,5,4,디저트39
2025-04-06,123315,디저트39)저당슈크림모나카,아이스크림,노벨티,item_startswith_search,90,2,2,디저트39
2025-04-08,123315,디저트39)저당슈크림모나카,아이스크림,노벨티,item_startswith_search,90,4,4,디저트39
2025-04-09,123315,디저트39)저당슈크림모나카,아이스크림,노벨티,item_startswith_search,90,1,1,디저트39
2025-04-10,123315,디저트39)저당슈크림모나카,아이스크림,노벨티,item_startswith_search,90,1,1,디저트39
2025-04-11,123315,디저트39)저당슈크림모나카,아이스크림,노벨티,item_startswith_search,90,1,1,디저트39
2025-04-12,123315,디저트39)저당슈크림모나카,아이스크림,노벨티,item_startswith_search,90,1,1,디저트39
2025-04-13,123315,디저트39)저당슈크림모나카,아이스크림,노벨티,item_startswith_search,90,1,1,디저트39
2025-04-14,123315,디저트39)저당슈크림모나카,아이스크림,노벨티,item_startswith_search,90,1,1,디저트39
2025-04-16,123315,디저트39)저당슈크림모나카,아이스크림,노벨티,item_startswith_search,90,4,3,디저트39
2025-04-18,123315,디저트39)저당슈크림모나카,아이스크림,노벨티,item_startswith_search,90,7,6,디저트39
2025-04-19,123315,디저트39)저당슈크림모나카,아이스크림,노벨티,item_startswith_search,90,5,5,디저트39
2025-04-20,123315,디저트39)저당슈크림모나카,아이스크림,노벨티,item_startswith_search,90,5,5,디저트39
2025-04-21,123315,디저트39)저당슈크림모나카,아이스크림,노벨티,item_startswith_search,90,5,5,디저트39
2025-04-24,123315,디저트39)저당슈크림모나카,아이스크림,노벨티,item_startswith_search,90,1,1,디저트39
2025-04-25,123315,디저트39)저당슈크림모나카,아이스크림,노벨티,item_startswith_search,90,3,3,디저트39
2025-04-26,123315,디저트39)저당슈크림모나카,아이스크림,노벨티,item_startswith_search,90,1,1,디저트39
2025-04-27,123315,디저트39)저당슈크림모나카,아이스크림,노벨티,item_startswith_search,90,2,2,디저트39
2025-04-28,123315,디저트39)저당슈크림모나카,아이스크림,노벨티,item_startswith_search,90,3,3,디저트39
2025-04-29,123315,디저트39)저당슈크림모나카,아이스크림,노벨티,item_startswith_search,90,1,1,디저트39
2025-04-30,123315,디저트39)저당슈크림모나카,아이스크림,노벨티,item_startswith_search,90,4,4,디저트39
2025-05-01,123315,디저트39)저당슈크림모나카,아이스크림,노벨티,item_startswith_search,90,6,5,디저트39
2025-05-02,123315,디저트39)저당슈크림모나카,아이스크림,노벨티,item_startswith_search,90,1,1,디저트39
2025-05-03,123315,디저트39)저당슈크림모나카,아이스크림,노벨티,item_startswith_search,90,1,1,디저트39
2025-05-04,123315,디저트39)저당슈크림모나카,아이스크림,노벨티,item_startswith_search,90,4,4,디저트39
2025-05-05,123315,디저트39)저당슈크림모나카,아이스크림,노벨티,item_startswith_search,90,4,3,디저트39
2025-05-06,123315,디저트39)저당슈크림모나카,아이스크림,노벨티,item_startswith_search,90,2,2,디저트39
2025-05-07,123315,디저트39)저당슈크림모나카,아이스크림,노벨티,item_startswith_search,90,6,6,디저트39
2025-05-08,123315,디저트39)저당슈크림모나카,아이스크림,노벨티,item_startswith_search,90,6,5,디저트39
2025-05-09,123315,디저트39)저당슈크림모나카,아이스크림,노벨티,item_startswith_search,90,5,4,디저트39
2025-05-10,123315,디저트39)저당슈크림모나카,아이스크림,노벨티,item_startswith_search,90,6,5,디저트39
2025-05-11,123315,디저트39)저당슈크림모나카,아이스크림,노벨티,item_startswith_search,90,2,2,디저트39
2025-05-12,123315,디저트39)저당슈크림모나카,아이스크림,노벨티,item_startswith_search,90,1,1,디저트39
2025-05-13,123315,디저트39)저당슈크림모나카,아이스크림,노벨티,item_startswith_search,90,1,1,디저트39
2025-05-14,123315,디저트39)저당슈크림모나카,아이스크림,노벨티,item_startswith_search,90,2,2,디저트39
2025-05-15,123315,디저트39)저당슈크림모나카,아이스크림,노벨티,item_startswith_search,90,3,3,디저트39
2025-05-16,123315,디저트39)저당슈크림모나카,아이스크림,노벨티,item_startswith_search,90,2,2,디저트39
2025-05-17,123315,디저트39)저당슈크림모나카,아이스크림,노벨티,item_startswith_search,90,4,4,디저트39
2025-05-18,123315,디저트39)저당슈크림모나카,아이스크림,노벨티,item_startswith_search,90,5,4,디저트39
2025-05-19,123315,디저트39)저당슈크림모나카,아이스크림,노벨티,item_startswith_search,90,3,3,디저트39
2025-05-20,123315,디저트39)저당슈크림모나카,아이스크림,노벨티,item_startswith_search,90,3,2,디저트39
2025-05-21,123315,디저트39)저당슈크림모나카,아이스크림,노벨티,item_startswith_search,90,1,1,디저트39
2025-05-22,123315,디저트39)저당슈크림모나카,아이스크림,노벨티,item_startswith_search,90,3,3,디저트39
2025-05-23,123315,디저트39)저당슈크림모나카,아이스크림,노벨티,item_startswith_search,90,4,4,디저트39
2025-05-25,123315,디저트39)저당슈크림모나카,아이스크림,노벨티,item_startswith_search,90,2,2,디저트39
2025-05-26,123315,디저트39)저당슈크림모나카,아이스크림,노벨티,item_startswith_search,90,1,1,디저트39
2025-05-27,123315,디저트39)저당슈크림모나카,아이스크림,노벨티,item_startswith_search,90,3,3,디저트39
2025-05-28,123315,디저트39)저당슈크림모나카,아이스크림,노벨티,item_startswith_search,90,1,1,디저트39
2025-05-29,123315,디저트39)저당슈크림모나카,아이스크림,노벨티,item_startswith_search,90,5,4,디저트39
2025-05-30,123315,디저트39)저당슈크림모나카,아이스크림,노벨티,item_startswith_search,90,2,2,디저트39
2025-05-31,123315,디저트39)저당슈크림모나카,아이스크림,노벨티,item_startswith_search,90,6,6,디저트39
2025-03-01,123396,앙리마티스)와인볼(레드)500ml캔,양주와인,하이볼,search_in_item,80,79,62,와인볼
2025-03-01,123396,앙리마티스)와인볼(레드)500ml캔,양주와인,하이볼,item_startswith_search,90,121,95,앙리
2025-03-02,123396,앙리마티스)와인볼(레드)500ml캔,양주와인,하이볼,item_startswith_search,90,101,79,앙리
2025-03-02,123396,앙리마티스)와인볼(레드)500ml캔,양주와인,하이볼,search_in_item,80,68,51,와인볼
2025-03-03,123396,앙리마티스)와인볼(레드)500ml캔,양주와인,하이볼,item_startswith_search,90,84,61,앙리
2025-03-03,123396,앙리마티스)와인볼(레드)500ml캔,양주와인,하이볼,search_in_item,80,52,38,와인볼
2025-03-04,123396,앙리마티스)와인볼(레드)500ml캔,양주와인,하이볼,search_in_item,80,63,46,와인볼
2025-03-04,123396,앙리마티스)와인볼(레드)500ml캔,양주와인,하이볼,item_startswith_search,90,88,63,앙리
2025-03-05,123396,앙리마티스)와인볼(레드)500ml캔,양주와인,하이볼,search_in_item,80,55,44,와인볼
2025-03-05,123396,앙리마티스)와인볼(레드)500ml캔,양주와인,하이볼,item_startswith_search,90,101,84,앙리
2025-03-06,123396,앙리마티스)와인볼(레드)500ml캔,양주와인,하이볼,item_startswith_search,90,128,98,앙리
2025-03-06,123396,앙리마티스)와인볼(레드)500ml캔,양주와인,하이볼,search_in_item,80,56,44,와인볼
2025-03-07,123396,앙리마티스)와인볼(레드)500ml캔,양주와인,하이볼,item_startswith_search,90,155,105,앙리
2025-03-07,123396,앙리마티스)와인볼(레드)500ml캔,양주와인,하이볼,search_in_item,80,64,51,와인볼
2025-03-08,123396,앙리마티스)와인볼(레드)500ml캔,양주와인,하이볼,item_startswith_search,90,153,110,앙리
2025-03-08,123396,앙리마티스)와인볼(레드)500ml캔,양주와인,하이볼,search_in_item,80,53,44,와인볼
2025-03-09,123396,앙리마티스)와인볼(레드)500ml캔,양주와인,하이볼,item_startswith_search,90,155,115,앙리
2025-03-09,123396,앙리마티스)와인볼(레드)500ml캔,양주와인,하이볼,search_in_item,80,45,38,와인볼
2025-03-10,123396,앙리마티스)와인볼(레드)500ml캔,양주와인,하이볼,search_in_item,80,36,30,와인볼
2025-03-10,123396,앙리마티스)와인볼(레드)500ml캔,양주와인,하이볼,item_startswith_search,90,117,79,앙리
2025-03-11,123396,앙리마티스)와인볼(레드)500ml캔,양주와인,하이볼,search_in_item,80,58,44,와인볼
2025-03-11,123396,앙리마티스)와인볼(레드)500ml캔,양주와인,하이볼,item_startswith_search,90,148,84,앙리
2025-03-12,123396,앙리마티스)와인볼(레드)500ml캔,양주와인,하이볼,item_startswith_search,90,118,86,앙리
2025-03-12,123396,앙리마티스)와인볼(레드)500ml캔,양주와인,하이볼,search_in_item,80,45,40,와인볼
2025-03-13,123396,앙리마티스)와인볼(레드)500ml캔,양주와인,하이볼,item_startswith_search,90,72,58,앙리
2025-03-13,123396,앙리마티스)와인볼(레드)500ml캔,양주와인,하이볼,search_in_item,80,45,34,와인볼
2025-03-14,123396,앙리마티스)와인볼(레드)500ml캔,양주와인,하이볼,search_in_item,80,79,56,와인볼
2025-03-14,123396,앙리마티스)와인볼(레드)500ml캔,양주와인,하이볼,item_startswith_search,90,106,81,앙리
2025-03-15,123396,앙리마티스)와인볼(레드)500ml캔,양주와인,하이볼,search_in_item,80,108,68,와인볼
2025-03-15,123396,앙리마티스)와인볼(레드)500ml캔,양주와인,하이볼,item_startswith_search,90,110,87,앙리
2025-03-16,123396,앙리마티스)와인볼(레드)500ml캔,양주와인,하이볼,item_startswith_search,90,86,66,앙리
2025-03-16,123396,앙리마티스)와인볼(레드)500ml캔,양주와인,하이볼,search_in_item,80,77,45,와인볼
2025-03-17,123396,앙리마티스)와인볼(레드)500ml캔,양주와인,하이볼,search_in_item,80,36,30,와인볼
2025-03-17,123396,앙리마티스)와인볼(레드)500ml캔,양주와인,하이볼,item_startswith_search,90,82,52,앙리
2025-03-18,123396,앙리마티스)와인볼(레드)500ml캔,양주와인,하이볼,search_in_item,80,60,47,와인볼
2025-03-18,123396,앙리마티스)와인볼(레드)500ml캔,양주와인,하이볼,item_startswith_search,90,102,72,앙리
2025-03-19,123396,앙리마티스)와인볼(레드)500ml캔,양주와인,하이볼,item_startswith_search,90,90,68,앙리
2025-03-19,123396,앙리마티스)와인볼(레드)500ml캔,양주와인,하이볼,search_in_item,80,61,40,와인볼
2025-03-20,123396,앙리마티스)와인볼(레드)500ml캔,양주와인,하이볼,item_startswith_search,90,100,81,앙리
2025-03-20,123396,앙리마티스)와인볼(레드)500ml캔,양주와인,하이볼,search_in_item,80,57,44,와인볼
2025-03-21,123396,앙리마티스)와인볼(레드)500ml캔,양주와인,하이볼,item_startswith_search,90,123,82,앙리
2025-03-21,123396,앙리마티스)와인볼(레드)500ml캔,양주와인,하이볼,search_in_item,80,78,52,와인볼
2025-03-22,123396,앙리마티스)와인볼(레드)500ml캔,양주와인,하이볼,search_in_item,80,89,62,와인볼
2025-03-22,123396,앙리마티스)와인볼(레드)500ml캔,양주와인,하이볼,item_startswith_search,90,117,86,앙리
2025-03-23,123396,앙리마티스)와인볼(레드)500ml캔,양주와인,하이볼,item_startswith_search,90,97,70,앙리
2025-03-23,123396,앙리마티스)와인볼(레드)500ml캔,양주와인,하이볼,search_in_item,80,60,45,와인볼
2025-03-24,123396,앙리마티스)와인볼(레드)500ml캔,양주와인,하이볼,item_startswith_search,90,81,57,앙리
2025-03-24,123396,앙리마티스)와인볼(레드)500ml캔,양주와인,하이볼,search_in_item,80,61,44,와인볼
2025-03-25,123396,앙리마티스)와인볼(레드)500ml캔,양주와인,하이볼,item_startswith_search,90,203,148,앙리
2025-03-25,123396,앙리마티스)와인볼(레드)500ml캔,양주와인,하이볼,search_in_item,80,71,53,와인볼
2025-03-26,123396,앙리마티스)와인볼(레드)500ml캔,양주와인,하이볼,search_in_item,80,33,25,와인볼
2025-03-26,123396,앙리마티스)와인볼(레드)500ml캔,양주와인,하이볼,item_startswith_search,90,350,269,앙리
2025-03-27,123396,앙리마티스)와인볼(레드)500ml캔,양주와인,하이볼,search_in_item,80,69,50,와인볼
