event_date,mapped_pos_item_code,pos_sales_qty,pos_sales_amount,pos_receipts
2025-03-31,123421,3,254700,2
2025-04-01,123421,1,84900,1
2025-04-03,123421,0,0,1
2025-04-04,123421,1,84900,2
2025-04-05,123421,0,0,1
2025-04-07,123421,1,84900,2
2025-04-08,123421,1,84900,1
2025-04-09,123421,1,84900,1
2025-04-10,123421,1,84900,1
2025-04-11,123421,2,169800,2
2025-04-12,123421,1,84900,1
2025-04-13,123421,1,84900,2
2025-04-14,123421,1,84900,2
2025-04-15,123421,1,76410,3
2025-04-17,123421,1,84900,1
2025-04-18,123421,2,169800,2
2025-04-19,123421,1,84900,1
2025-04-20,123421,2,161310,2
2025-04-21,123421,2,169800,2
2025-04-23,123421,1,84900,3
2025-04-27,123421,1,84900,1
2025-04-28,123421,1,84900,1
2025-04-29,123421,2,169800,2
2025-04-30,123421,1,84900,4
2025-05-01,123421,5,424500,5
2025-05-04,123421,0,0,1
2025-05-05,123421,1,84900,1
2025-05-09,123421,2,169800,2
2025-05-10,123421,2,169800,2
2025-05-12,123421,0,0,1
2025-05-17,123421,2,169800,2
2025-05-18,123421,1,84900,1
2025-05-21,123421,1,84900,1
2025-05-23,123421,0,0,1
2025-05-24,123421,1,84900,1
2025-05-27,123421,1,84900,1
2025-05-28,123421,2,169800,2
2025-05-29,123421,1,84900,1
2025-05-30,123421,2,161310,2
2025-05-31,123421,2,149800,2
2025-03-01,123504,3,19500,3
2025-03-02,123504,7,45500,5
2025-03-03,123504,4,26000,3
2025-03-04,123504,13,84500,11
2025-03-05,123504,9,58500,8
2025-03-06,123504,10,65000,9
2025-03-07,123504,11,71500,9
2025-03-08,123504,2,13000,2
2025-03-09,123504,4,26000,3
2025-03-10,123504,12,78000,12
2025-03-11,123504,17,110500,17
2025-03-12,123504,15,97500,15
2025-03-13,123504,4,26000,4
2025-03-14,123504,11,71500,8
2025-03-15,123504,5,32500,3
2025-03-16,123504,1,6500,1
2025-03-17,123504,9,58500,8
2025-03-18,123504,3,19500,3
2025-03-19,123504,5,32500,5
2025-03-20,123504,13,84500,11
2025-03-21,123504,4,26000,4
2025-03-23,123504,1,6500,1
2025-03-24,123504,9,58500,8
2025-03-25,123504,1,6500,1
2025-03-26,123504,2,13000,2
2025-04-08,123504,-1,-6500,1
2025-03-01,123572,68,148295,70
2025-03-02,123572,63,138600,66
2025-03-03,123572,54,117783,54
2025-03-04,123572,66,144773,68
2025-03-05,123572,69,151215,67
2025-03-06,123572,57,123462,57
2025-03-07,123572,80,174912,76
2025-03-08,123572,82,176629,80
2025-03-09,123572,59,128340,59
2025-03-10,123572,57,125180,57
2025-03-11,123572,69,150419,70
2025-03-12,123572,74,160862,73
2025-03-13,123572,78,170584,82
2025-03-14,123572,85,187000,86
2025-03-15,123572,73,158928,82
2025-03-16,123572,60,130230,59
2025-03-17,123572,65,138064,67
2025-03-18,123572,68,148246,69
2025-03-19,123572,59,127873,58
2025-03-20,123572,60,130791,59
2025-03-21,123572,72,155501,71
2025-03-22,123572,78,169976,74
2025-03-23,123572,67,146066,72
2025-03-24,123572,57,123530,57
2025-03-25,123572,67,146360,68
2025-03-26,123572,70,152296,71
2025-03-27,123572,71,154696,72
2025-03-28,123572,58,126991,57
2025-03-29,123572,65,143000,68
2025-03-30,123572,51,111564,49
2025-03-31,123572,66,144735,70
2025-04-01,123572,69,151260,69
2025-04-02,123572,64,139003,62
2025-04-03,123572,61,133173,61
2025-04-04,123572,65,141185,64
2025-04-05,123572,56,123200,56
2025-04-06,123572,56,122470,57
2025-04-07,123572,65,142129,65
2025-04-08,123572,63,138030,63
2025-04-09,123572,67,146640,68
2025-04-10,123572,60,131376,61
2025-04-11,123572,73,159928,73
2025-04-12,123572,64,138838,64
2025-04-13,123572,51,109835,54
2025-04-14,123572,48,103964,48
2025-04-15,123572,83,181286,87
2025-04-16,123572,76,165744,75
2025-04-17,123572,53,115340,54
2025-04-18,123572,73,159529,74
2025-04-19,123572,63,138180,63
2025-04-20,123572,37,81200,36
2025-04-21,123572,67,146356,69
2025-04-22,123572,56,122336,55
2025-04-23,123572,62,134317,62
2025-04-24,123572,58,126104,59
2025-04-25,123572,51,112200,57
2025-04-26,123572,68,149160,63
2025-04-27,123572,49,107800,46
2025-04-28,123572,50,109370,50
2025-04-29,123572,80,173932,79
2025-04-30,123572,66,144980,66
2025-05-01,123572,50,108692,49
2025-05-02,123572,57,125190,55
2025-05-03,123572,69,149789,69
2025-05-04,123572,54,118385,54
2025-05-05,123572,46,101002,45
2025-05-06,123572,47,102878,46
2025-05-07,123572,59,128794,59
2025-05-08,123572,61,133380,66
2025-05-09,123572,46,100980,46
2025-05-10,123572,50,109598,57
2025-05-11,123572,46,100980,44
2025-05-12,123572,64,138738,67
2025-05-13,123572,49,107150,50
2025-05-14,123572,59,128970,61
2025-05-15,123572,52,113266,48
2025-05-16,123572,45,98582,45
2025-05-17,123572,56,122430,56
2025-05-18,123572,49,107800,47
2025-05-19,123572,50,109570,51
2025-05-20,123572,53,116600,52
2025-05-21,123572,54,118377,53
2025-05-22,123572,61,133777,59
2025-05-23,123572,60,130275,64
2025-05-24,123572,49,107180,53
2025-05-25,123572,50,110000,49
2025-05-26,123572,58,127408,58
2025-05-27,123572,66,144687,65
2025-05-28,123572,60,131780,59
2025-05-29,123572,74,161961,73
2025-05-30,123572,60,131784,60
2025-05-31,123572,61,133600,62
2025-03-01,123573,56,122024,57
2025-03-02,123573,38,81924,39
2025-03-03,123573,35,76580,35
2025-03-04,123573,46,100336,50
2025-03-05,123573,56,122333,59
2025-03-06,123573,66,142856,69
2025-03-07,123573,75,164205,69
2025-03-08,123573,47,103400,46
2025-03-09,123573,46,100552,48
2025-03-10,123573,50,109012,48
2025-03-11,123573,56,123180,56
2025-03-12,123573,49,105330,48
2025-03-13,123573,51,110612,50
2025-03-14,123573,57,125197,52
2025-03-15,123573,39,84576,41
2025-03-16,123573,44,96800,38
2025-03-17,123573,48,105380,48
2025-03-18,123573,46,100192,44
2025-03-19,123573,58,125954,59
2025-03-20,123573,57,124484,56
2025-03-21,123573,54,118800,53
2025-03-22,123573,40,86608,41
2025-03-23,123573,36,79200,37
2025-03-24,123573,53,116400,51
2025-03-25,123573,52,113451,52
2025-03-26,123573,54,117238,54
2025-03-27,123573,49,106993,47
2025-03-28,123573,62,135752,58
2025-03-29,123573,43,93385,47
2025-03-30,123573,30,65800,27
2025-03-31,123573,48,103740,48
2025-04-01,123573,65,140006,65
2025-04-02,123573,52,113128,49
2025-04-03,123573,60,131400,63
2025-04-04,123573,58,124754,57
2025-04-05,123573,48,105156,48
2025-04-06,123573,28,61600,25
2025-04-07,123573,61,132916,61
2025-04-08,123573,42,91239,41
2025-04-09,123573,54,118800,50
2025-04-10,123573,53,113820,54
2025-04-11,123573,53,115379,52
2025-04-12,123573,41,89578,41
2025-04-13,123573,23,50600,25
2025-04-14,123573,48,105160,47
2025-04-15,123573,49,106742,50
2025-04-16,123573,53,115952,52
2025-04-17,123573,54,118004,53
2025-04-18,123573,57,123955,57
2025-04-19,123573,38,81900,37
2025-04-20,123573,40,87340,39
2025-04-21,123573,50,109800,48
2025-04-22,123573,56,122380,55
2025-04-23,123573,42,90337,41
2025-04-24,123573,53,115010,52
2025-04-25,123573,60,131800,59
2025-04-26,123573,51,111976,49
2025-04-27,123573,44,96191,40
2025-04-28,123573,55,119689,52
2025-04-29,123573,69,151372,67
2025-04-30,123573,55,119806,52
2025-05-01,123573,45,96812,44
2025-05-02,123573,53,115440,50
2025-05-03,123573,40,87800,39
2025-05-04,123573,41,89436,36
2025-05-05,123573,32,70180,31
2025-05-06,123573,30,66000,30
2025-05-07,123573,40,88000,40
2025-05-08,123573,40,85914,40
2025-05-09,123573,55,119707,54
2025-05-10,123573,39,85800,36
2025-05-11,123573,46,100600,44
2025-05-12,123573,61,132725,62
2025-05-13,123573,48,105376,47
2025-05-14,123573,76,164745,75
2025-05-15,123573,51,111965,51
2025-05-16,123573,51,111980,50
2025-05-17,123573,49,107140,47
2025-05-18,123573,31,67980,34
2025-05-19,123573,51,111356,50
2025-05-20,123573,43,92146,43
2025-05-21,123573,46,98897,45
2025-05-22,123573,58,126870,58
2025-05-23,123573,58,127015,58
2025-05-24,123573,35,76374,35
2025-05-25,123573,39,85800,32
2025-05-26,123573,43,93605,43
2025-05-27,123573,56,121832,55
2025-05-28,123573,43,94036,42
2025-05-29,123573,51,110846,47
2025-05-30,123573,44,96016,44
2025-05-31,123573,36,78990,34
2025-03-30,123600,2,39600,2
2025-03-31,123600,3,59400,2
2025-03-01,123618,2,7800,2
2025-03-02,123618,5,19500,4
2025-03-03,123618,3,11700,1
2025-03-04,123618,14,54600,12
2025-03-05,123618,13,50700,15
2025-03-06,123618,20,78000,16
2025-03-07,123618,14,54600,11
2025-03-08,123618,2,7800,1
2025-03-09,123618,3,11700,3
2025-03-10,123618,15,58500,13
2025-03-11,123618,12,46800,11
2025-03-12,123618,20,78000,16
2025-03-13,123618,11,42900,11
2025-03-14,123618,19,74100,14
2025-03-15,123618,5,19500,3
2025-03-16,123618,1,3900,1
2025-03-17,123618,19,74100,15
2025-03-18,123618,7,27300,7
2025-03-19,123618,9,35100,8
2025-03-20,123618,8,31200,8
2025-03-21,123618,4,15600,4
2025-03-22,123618,1,3900,1
2025-03-23,123618,2,7800,2
2025-03-24,123618,4,15600,6
2025-03-25,123618,7,27300,5
2025-03-26,123618,13,50700,11
2025-03-27,123618,15,58500,14
2025-03-30,123618,1,3900,1
2025-04-08,123618,-1,-3900,1
2025-05-09,123618,-1,-3900,1
2025-03-01,123619,2,7000,2
2025-03-02,123619,1,3500,1
2025-03-03,123619,1,3500,1
2025-03-04,123619,8,28000,7
2025-03-05,123619,10,35000,8
2025-03-06,123619,3,10500,3
2025-03-07,123619,15,52500,11
2025-03-08,123619,3,10500,3
2025-03-09,123619,4,14000,3
2025-03-10,123619,4,14000,4
2025-03-11,123619,8,28000,7
2025-03-12,123619,3,10500,3
2025-03-13,123619,8,28000,7
2025-03-14,123619,3,10500,3
2025-03-15,123619,1,3500,1
2025-03-16,123619,2,7000,1
2025-03-17,123619,5,17500,4
2025-03-18,123619,2,7000,2
2025-03-20,123619,4,14000,4
2025-03-21,123619,3,10500,3
2025-03-23,123619,1,3500,1
2025-03-24,123619,3,10500,3
2025-03-25,123619,3,10500,3
2025-03-26,123619,5,17500,5
2025-03-27,123619,4,14000,2
2025-03-28,123619,2,7000,4
2025-03-29,123619,2,7000,1
2025-03-01,123625,1,8500,1
2025-03-02,123625,2,17000,2
2025-03-03,123625,1,8500,2
2025-03-04,123625,1,6064,1
2025-03-06,123625,2,17000,2
2025-03-07,123625,1,8500,1
2025-03-08,123625,2,17000,2
2025-03-10,123625,1,7668,1
2025-03-11,123625,3,25500,3
2025-03-12,123625,2,14525,2
2025-03-13,123625,2,17000,2
2025-03-14,123625,2,16184,2
2025-03-15,123625,3,25500,3
2025-03-16,123625,2,17000,2
2025-03-17,123625,2,17000,2
2025-03-18,123625,2,17000,2
2025-03-19,123625,1,8500,1
2025-03-20,123625,2,16660,2
2025-03-21,123625,1,8500,1
2025-03-22,123625,1,8500,1
2025-03-23,123625,1,8500,1
2025-03-26,123625,2,17000,2
2025-03-27,123625,2,17000,2
2025-03-30,123625,1,8500,1
2025-03-31,123625,1,8500,1
2025-04-01,123625,2,17000,2
2025-04-02,123625,-1,-8500,2
2025-04-06,123625,1,8500,1
2025-04-09,123625,1,8500,3
2025-04-27,123625,1,7636,1
2025-03-01,123629,42,98482,32
2025-03-02,123629,28,62832,19
2025-03-03,123629,24,59933,20
2025-03-04,123629,42,101400,32
2025-03-05,123629,32,71340,23
2025-03-06,123629,48,106374,32
2025-03-07,123629,42,94396,30
2025-03-08,123629,45,99847,33
2025-03-09,123629,30,69418,23
2025-03-10,123629,45,99501,30
2025-03-11,123629,46,97523,35
2025-03-12,123629,38,85066,27
2025-03-13,123629,88,181445,54
2025-03-14,123629,247,506635,129
2025-03-15,123629,68,147249,50
2025-03-16,123629,26,60900,19
2025-03-17,123629,36,76770,25
2025-03-18,123629,34,78075,28
2025-03-19,123629,21,50174,20
2025-03-20,123629,30,67665,22
2025-03-21,123629,49,102938,27
2025-03-22,123629,39,92798,29
2025-03-23,123629,29,68632,23
2025-03-24,123629,32,67312,21
2025-03-25,123629,27,65732,22
2025-03-26,123629,21,51847,20
2025-03-27,123629,47,109942,30
2025-03-28,123629,39,88183,26
2025-03-29,123629,35,86998,30
2025-03-30,123629,36,86404,29
2025-03-31,123629,537,1181200,27
2025-04-01,123629,40,89900,34
2025-04-02,123629,49,105937,36
2025-04-03,123629,34,87117,40
2025-04-04,123629,38,91324,31
2025-04-05,123629,29,72500,29
2025-04-06,123629,43,104400,33
2025-04-07,123629,79,117100,40
2025-04-08,123629,103,149072,45
2025-04-09,123629,78,117942,44
2025-04-10,123629,89,130256,48
2025-04-11,123629,83,125515,42
2025-04-12,123629,60,87281,33
2025-04-13,123629,86,130394,45
2025-04-14,123629,87,128745,43
2025-04-15,123629,84,121800,40
2025-04-16,123629,85,131200,48
2025-04-17,123629,74,113300,36
2025-04-18,123629,69,108400,41
2025-04-19,123629,68,99172,37
2025-04-20,123629,47,67817,21
2025-04-21,123629,57,82908,28
2025-04-22,123629,52,76802,30
2025-04-23,123629,80,126700,46
2025-04-24,123629,86,124700,47
2025-04-25,123629,77,115292,44
2025-04-26,123629,66,100300,38
2025-04-27,123629,44,66700,28
2025-04-28,123629,79,117900,42
2025-04-29,123629,73,106545,42
2025-04-30,123629,67,99300,37
2025-05-01,123629,77,113100,60
2025-05-02,123629,90,130384,67
2025-05-03,123629,78,114550,60
2025-05-04,123629,90,134850,61
2025-05-05,123629,57,84030,47
2025-05-06,123629,62,89436,42
2025-05-07,123629,74,108606,54
2025-05-08,123629,85,125859,64
2025-05-09,123629,80,115169,58
2025-05-10,123629,69,101304,58
2025-05-11,123629,78,114424,57
2025-05-12,123629,91,132458,62
2025-05-13,123629,69,100050,44
2025-05-14,123629,80,116975,61
2025-05-15,123629,84,123250,60
2025-05-16,123629,98,143292,73
2025-05-17,123629,82,119914,61
2025-05-18,123629,65,93473,44
2025-05-19,123629,82,118900,59
2025-05-20,123629,63,91215,43
2025-05-21,123629,47,68150,42
2025-05-22,123629,56,80957,36
2025-05-23,123629,90,132351,60
2025-05-24,123629,84,124464,53
2025-05-25,123629,55,79423,38
2025-05-26,123629,70,100195,44
2025-05-27,123629,58,85190,42
2025-05-28,123629,77,111020,48
2025-05-29,123629,56,82650,42
2025-05-30,123629,57,82522,42
2025-05-31,123629,62,89900,36
2025-03-01,123634,30,47999,27
2025-03-02,123634,34,34000,28
2025-03-03,123634,22,21790,18
2025-03-04,123634,29,28460,24
2025-03-05,123634,46,47586,35
2025-03-06,123634,40,40904,29
2025-03-07,123634,37,37000,27
2025-03-08,123634,46,45241,38
2025-03-09,123634,35,35304,32
2025-03-10,123634,27,27907,22
2025-03-11,123634,37,36400,28
2025-03-12,123634,35,35000,29
2025-03-13,123634,38,37860,28
2025-03-14,123634,45,44490,39
2025-03-15,123634,29,28808,21
2025-03-16,123634,35,35000,27
2025-03-17,123634,26,26984,21
2025-03-18,123634,29,30000,25
2025-03-19,123634,29,29000,22
2025-03-20,123634,29,29000,25
2025-03-21,123634,29,30000,20
2025-03-22,123634,23,23000,18
2025-03-23,123634,33,33000,22
2025-03-24,123634,31,32000,26
2025-03-25,123634,23,23000,20
2025-03-26,123634,39,39967,28
2025-03-27,123634,22,24000,18
2025-03-28,123634,40,40487,31
2025-03-29,123634,31,31688,27
2025-03-30,123634,35,36000,26
2025-03-31,123634,44,45000,26
2025-04-01,123634,19,26668,15
2025-04-02,123634,11,16466,10
2025-04-03,123634,20,28473,15
2025-04-04,123634,21,30505,15
2025-04-05,123634,17,25999,14
2025-04-06,123634,11,16667,8
2025-04-07,123634,8,14000,5
2025-04-08,123634,16,24668,15
2025-04-09,123634,20,30003,20
2025-04-10,123634,12,19334,11
2025-04-11,123634,25,37334,17
2025-04-12,123634,15,25283,14
2025-04-13,123634,24,36668,17
2025-04-14,123634,16,24000,10
2025-04-15,123634,18,29734,16
2025-04-16,123634,18,26572,10
2025-04-17,123634,14,22342,14
2025-04-18,123634,13,19334,10
2025-04-19,123634,11,17334,10
2025-04-20,123634,20,29334,14
2025-04-21,123634,18,27335,14
2025-04-22,123634,19,28628,14
2025-04-23,123634,17,27827,16
2025-04-24,123634,13,18796,10
2025-04-25,123634,21,31999,17
2025-04-26,123634,25,36930,19
2025-04-27,123634,12,20000,10
2025-04-28,123634,15,23578,12
2025-04-29,123634,14,19881,12
2025-04-30,123634,24,33772,18
2025-05-01,123634,21,21000,17
2025-05-02,123634,40,40000,30
2025-05-03,123634,35,36000,28
2025-05-04,123634,32,34000,24
2025-05-05,123634,15,14832,11
2025-05-06,123634,28,29000,17
2025-05-07,123634,41,41400,34
2025-05-08,123634,40,40000,29
2025-05-09,123634,30,31816,23
2025-05-10,123634,26,27000,20
2025-05-11,123634,31,32703,22
2025-05-12,123634,35,34510,28
2025-05-13,123634,35,35000,24
2025-05-14,123634,31,31000,24
2025-05-15,123634,28,27724,22
2025-05-16,123634,37,36900,27
2025-05-17,123634,38,38000,31
2025-05-18,123634,25,27000,22
2025-05-19,123634,36,36333,29
2025-05-20,123634,29,30000,22
2025-05-21,123634,24,24000,21
2025-05-22,123634,28,29000,27
2025-05-23,123634,30,30739,22
2025-05-24,123634,43,43433,33
2025-05-25,123634,29,30824,21
2025-05-26,123634,39,39000,29
2025-05-27,123634,26,26000,21
2025-05-28,123634,30,32000,23
2025-05-29,123634,33,33667,27
2025-05-30,123634,35,34802,28
2025-05-31,123634,26,27000,23
2025-03-01,123738,1,6900,2
2025-03-02,123738,11,37950,6
2025-03-03,123738,13,51750,7
2025-03-04,123738,5,20700,5
2025-03-05,123738,5,17250,3
2025-03-06,123738,3,10350,2
2025-03-07,123738,9,30730,6
2025-03-08,123738,10,37950,8
2025-03-09,123738,10,34500,5
2025-03-10,123738,9,31050,5
2025-03-11,123738,5,17250,3
2025-03-12,123738,3,10350,2
2025-03-13,123738,9,31050,7
2025-03-14,123738,12,41400,6
2025-03-15,123738,4,13800,2
2025-03-16,123738,8,27600,9
2025-03-17,123738,2,6900,2
2025-03-18,123738,8,27600,3
2025-03-19,123738,6,20700,3
2025-03-20,123738,2,6900,1
2025-03-21,123738,10,34500,5
2025-03-22,123738,8,27600,5
2025-03-23,123738,9,34500,6
2025-03-24,123738,12,54507,10
2025-03-25,123738,8,27580,6
2025-03-26,123738,2,6900,1
2025-03-27,123738,5,15315,5
2025-03-28,123738,3,10350,3
2025-03-29,123738,10,34500,5
2025-03-30,123738,9,31050,6
2025-03-31,123738,7,31050,4
2025-04-01,123738,5,19500,3
2025-04-02,123738,8,31200,4
2025-04-03,123738,13,50700,9
2025-04-05,123738,10,46800,6
2025-04-06,123738,6,23400,3
2025-04-07,123738,10,36750,5
2025-04-08,123738,3,15600,3
2025-04-09,123738,7,27300,3
2025-04-10,123738,11,46800,6
2025-04-12,123738,8,31200,5
2025-04-13,123738,4,15600,3
2025-04-14,123738,9,39000,7
2025-04-15,123738,10,46800,10
2025-04-16,123738,0,0,1
2025-04-17,123738,8,35100,5
2025-04-19,123738,10,39000,6
2025-04-20,123738,6,25000,3
2025-04-21,123738,1,7800,2
2025-04-22,123738,9,39000,5
2025-04-23,123738,11,52625,8
2025-04-24,123738,2,7800,1
2025-04-25,123738,2,7488,2
2025-04-26,123738,1,7800,1
2025-04-27,123738,4,19500,3
2025-04-28,123738,11,42900,6
2025-04-29,123738,4,15600,2
2025-04-30,123738,9,35100,5
2025-05-01,123738,9,39000,5
2025-05-02,123738,7,31200,6
2025-05-03,123738,6,27300,7
2025-05-04,123738,5,23400,3
2025-05-05,123738,3,11700,2
2025-05-06,123738,2,7800,1
2025-05-07,123738,13,58500,8
2025-05-08,123738,6,23400,3
2025-05-09,123738,9,39000,5
2025-05-10,123738,11,46800,6
2025-05-11,123738,8,31200,5
2025-05-12,123738,9,37500,5
2025-05-13,123738,9,35100,6
2025-05-14,123738,8,35100,6
2025-05-15,123738,6,23400,3
2025-05-16,123738,13,52110,7
2025-05-17,123738,7,27300,6
2025-05-18,123738,11,46800,7
2025-05-19,123738,11,42132,6
2025-05-21,123738,8,31200,5
2025-05-22,123738,8,31200,5
2025-05-23,123738,2,7800,2
2025-05-24,123738,6,23400,4
2025-05-25,123738,9,35100,9
2025-05-26,123738,2,7800,2
2025-05-27,123738,9,39000,7
2025-05-28,123738,7,27300,5
2025-05-29,123738,5,19500,3
2025-05-30,123738,6,23400,4
2025-05-31,123738,3,11700,2
2025-03-01,123741,17,64068,17
2025-03-02,123741,13,49530,13
2025-03-03,123741,8,31200,8
2025-03-04,123741,12,45750,12
2025-03-05,123741,17,65622,17
2025-03-06,123741,15,58317,14
2025-03-07,123741,5,19500,5
2025-03-08,123741,14,53898,14
2025-03-09,123741,17,65628,17
2025-03-10,123741,7,26124,9
2025-03-11,123741,7,27300,7
2025-03-12,123741,10,38615,10
2025-03-13,123741,14,54600,13
2025-03-14,123741,12,46800,12
2025-03-15,123741,6,23400,6
2025-03-16,123741,10,38622,10
2025-03-17,123741,9,33630,9
2025-03-18,123741,15,57600,16
2025-03-19,123741,13,49440,13
2025-03-20,123741,6,23202,6
2025-03-21,123741,12,46800,13
2025-03-22,123741,12,45624,12
2025-03-23,123741,5,18360,6
2025-03-24,123741,7,26946,7
2025-03-25,123741,6,23400,8
2025-03-26,123741,7,26924,8
2025-03-27,123741,8,31200,8
2025-03-28,123741,11,42900,11
2025-03-29,123741,9,34710,9
2025-03-30,123741,7,27174,10
2025-03-31,123741,7,27300,7
2025-04-01,123741,3,11700,3
2025-04-02,123741,6,23400,6
2025-04-03,123741,12,45648,14
2025-04-04,123741,8,30828,10
2025-04-05,123741,6,23055,6
2025-04-06,123741,9,34722,9
2025-04-07,123741,5,19500,5
2025-04-08,123741,5,19500,5
2025-04-09,123741,8,31200,9
2025-04-10,123741,8,31200,9
2025-04-11,123741,8,31200,8
2025-04-12,123741,15,57378,15
2025-04-13,123741,9,35100,9
2025-04-14,123741,7,27300,7
2025-04-15,123741,6,23400,6
2025-04-16,123741,10,39000,10
2025-04-17,123741,6,23400,6
2025-04-18,123741,11,41724,14
2025-04-19,123741,9,35100,9
2025-04-20,123741,9,35100,9
2025-04-21,123741,3,11700,3
2025-04-22,123741,6,23400,6
2025-04-23,123741,7,27300,7
2025-04-24,123741,11,42750,11
2025-04-25,123741,7,27300,7
2025-04-26,123741,11,42500,12
2025-04-27,123741,9,35100,9
2025-04-28,123741,5,19500,5
2025-04-29,123741,5,18600,5
2025-04-30,123741,12,46448,12
2025-05-01,123741,23,88548,23
2025-05-02,123741,12,46800,16
2025-05-03,123741,14,54600,16
2025-05-04,123741,18,70200,19
2025-05-05,123741,10,39000,10
2025-05-06,123741,19,74100,24
2025-05-07,123741,31,120900,33
2025-05-08,123741,18,70200,19
2025-05-09,123741,20,76824,22
2025-05-10,123741,56,218390,27
2025-05-11,123741,22,83616,22
2025-05-12,123741,13,50700,13
2025-05-13,123741,17,66108,20
2025-05-14,123741,25,97500,29
2025-05-15,123741,16,62130,19
2025-05-16,123741,22,85800,27
2025-05-17,123741,21,81900,21
2025-05-18,123741,15,58110,15
2025-05-19,123741,12,46800,12
2025-05-20,123741,18,70098,20
2025-05-21,123741,22,85700,24
2025-05-22,123741,17,65295,19
2025-05-23,123741,17,66115,21
2025-05-24,123741,23,89700,25
2025-05-25,123741,16,63200,18
2025-05-26,123741,12,46800,15
2025-05-27,123741,18,70600,21
2025-05-28,123741,12,46800,12
2025-05-29,123741,15,58500,15
2025-05-30,123741,14,54600,17
2025-05-31,123741,12,46450,14
2025-04-24,123806,1,3800,1
2025-03-01,123923,48,912000,36
2025-03-02,123923,82,1558000,33
2025-03-03,123923,28,532000,22
2025-03-04,123923,15,285000,12
2025-03-05,123923,0,0,5
2025-03-06,123923,13,247000,12
2025-03-07,123923,106,2014000,106
2025-03-08,123923,166,3152100,165
2025-03-09,123923,130,2470000,122
2025-03-10,123923,118,2242000,123
2025-03-11,123923,102,1938000,101
2025-03-12,123923,67,1265700,64
2025-03-13,123923,44,836000,42
2025-03-14,123923,46,874000,43
2025-03-15,123923,22,418000,24
2025-03-16,123923,22,418000,18
2025-03-17,123923,5,95000,7
2025-03-18,123923,7,133000,8
2025-03-19,123923,7,133000,9
2025-03-20,123923,4,76000,4
2025-03-21,123923,0,0,5
2025-03-22,123923,3,57000,3
2025-03-23,123923,1,19000,4
2025-03-27,123923,1,19000,1
2025-04-09,123923,1,19000,1
2025-04-14,123923,1,19000,1
2025-04-16,123923,1,19000,1
2025-04-26,123923,1,19000,1
2025-05-03,123923,1,19000,1
2025-05-11,123923,-1,-19000,1
2025-05-24,123923,1,19000,1
2025-05-26,123923,3,57000,1
2025-05-27,123923,11,209000,4
2025-05-29,123923,5,95000,3
2025-05-30,123923,1,19000,1
2025-05-31,123923,15,285000,3
2025-03-01,123935,12,14223,12
2025-03-02,123935,10,12000,9
2025-03-03,123935,3,4279,5
2025-03-04,123935,7,8040,6
2025-03-05,123935,7,8400,8
2025-03-06,123935,5,5880,6
2025-03-07,123935,3,3600,3
2025-03-08,123935,9,10688,8
2025-03-09,123935,4,4800,4
2025-03-10,123935,7,8400,7
2025-03-11,123935,7,8400,6
2025-03-12,123935,3,3600,3
2025-03-13,123935,6,7200,6
2025-03-14,123935,5,6000,6
2025-03-15,123935,6,7200,6
2025-03-16,123935,8,9600,8
2025-03-17,123935,5,6000,5
2025-03-18,123935,3,3600,3
2025-03-19,123935,10,12000,8
2025-03-20,123935,3,3600,3
2025-03-21,123935,9,10800,7
2025-03-22,123935,5,5736,6
2025-03-23,123935,6,7200,6
2025-03-24,123935,7,8400,6
2025-03-25,123935,3,3600,3
2025-03-26,123935,3,3600,4
2025-03-27,123935,4,4800,4
2025-03-28,123935,3,3600,3
2025-03-29,123935,5,6000,5
2025-03-30,123935,4,4800,4
2025-03-31,123935,9,10800,8
2025-04-01,123935,1,1200,1
2025-04-02,123935,6,7200,6
2025-04-03,123935,1,1200,1
2025-04-04,123935,4,4800,4
2025-04-05,123935,6,7200,5
2025-04-06,123935,2,2400,2
2025-04-07,123935,2,2264,2
2025-04-08,123935,3,3600,3
2025-04-09,123935,2,2400,2
2025-04-10,123935,3,3600,2
2025-04-11,123935,4,4800,3
2025-04-12,123935,2,2400,2
2025-04-13,123935,4,4800,3
2025-04-14,123935,2,2400,2
2025-04-15,123935,3,3600,3
2025-04-16,123935,2,2400,2
2025-04-17,123935,4,4800,4
2025-04-18,123935,3,3600,3
2025-04-19,123935,8,9600,8
2025-04-20,123935,5,6000,4
2025-04-21,123935,3,3600,3
2025-04-22,123935,4,4800,4
2025-04-23,123935,1,1200,1
2025-04-24,123935,1,1200,1
2025-04-25,123935,4,4800,4
2025-04-27,123935,4,4800,3
2025-04-28,123935,1,1200,1
2025-04-29,123935,1,1200,1
2025-04-30,123935,2,2400,2
2025-05-01,123935,8,5875,6
2025-05-02,123935,9,9600,6
2025-05-03,123935,4,3200,2
2025-05-04,123935,6,4800,3
2025-05-05,123935,6,4800,3
2025-05-06,123935,2,1600,1
2025-05-07,123935,6,4800,3
2025-05-08,123935,6,4800,5
2025-05-09,123935,4,3200,2
2025-05-10,123935,4,3200,2
2025-05-11,123935,12,9523,5
2025-05-12,123935,6,4800,3
2025-05-13,123935,2,1600,1
2025-05-14,123935,206,164800,4
2025-05-15,123935,24,19200,10
2025-05-16,123935,204,163200,3
2025-05-17,123935,8,6400,4
2025-05-18,123935,10,8000,5
2025-05-19,123935,6,4800,3
2025-05-20,123935,8,6400,4
